,Acceptor,Donor,sTDDFTLUMO,sTDDFTHOMO,sTDDFTdeltaLUMO,sTDDFTdeltaHOMO,sTDDFToptbg,sTDDFToscs,sTDDFTfundbg,sTDDFTsinglepointenergy,sTDDFTdipolemoment,sTDDFTsummedoscs,sTDDFTabsFOM,sTDDFTScharberVoc,sTDDFTScharberJscDon,sTDDFTScharberJscAcc,sTDDFTScharberJscTot,sTDDFTScharberPCETot,sTDDFTScharberPCEAcc,sTDDFTScharberPCEDon,donsTDDFTLUMO,donsTDDFTHOMO,donsTDDFTdeltaLUMO,donsTDDFTdeltaHOMO,donsTDDFToptbg,donsTDDFToscs,donsTDDFTfundbg,donsTDDFTsinglepointenergy,donsTDDFTdipolemoment,donsTDDFTsummedoscs,donsTDDFTabsFOM,sTDDFTDHomoALumoOffset,sTDDFTaccElectrophilicity,sTDDFTAccChemHard,sTDDFTAccElectrodonating,sTDDFTAccElectroaccepting,sTDDFTDonChemHard,sTDDFTDonElectrodonating,sTDDFTDonElectroaccepting,sTDDFTdonElectrophilicity,sTDDFTHOMOoffset,sTDDFTLUMOoffset,Planarity,PiSystemSize,sTDDFTdonlowestengtranseV,sTDDFTdonlowestengtranswavenumber,sTDDFTdonfirstengtranseV,sTDDFTdonfirstengtranswavenumber,sTDDFTdonfirstoscs,sTDDFTacclowestengtranseV,sTDDFTacclowestengtranswavenumber,sTDDFTaccfirstengtranseV,sTDDFTaccfirstengtranswavenumber,sTDDFTaccfirstoscs,sTDDFTacchighestoscsunderten,sTDDFTdonhighestoscsunderten,ScharberFF,ExperimentalFF,ExperimentalVoc,ExperimentalJsc,ExperimentalPCE
395,AQx-2,PBDB-TF,-2.71,-6.69,0.25,0.8699999999999992,2.1342987502479667,2.455137959,3.98,-4650.898343541587,4.60652,6.4796913410000005,19.02107587693138,3.03,5.9897904869356955,7.682828798895218,13.672619285830915,26.92822368344399,15.131331319424136,11.796892364019852,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.550251256281407,3.98,8.149001256281407,3.4490012562814067,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.6500000000000004,0.72,0.8408029419455448,60,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.134241312,17214.4,2.134241312,17214.4,2.455137959,2.455137959,2.257052621,0.65,76.25,0.86,25.38,16.64
407,N65-IC,PBDB-T,-2.6,-6.48,0.29000000000000004,0.9499999999999992,2.046816107915096,1.927606175,3.88,-5152.481883702276,8.174539999999999,5.792943264,18.01713789064221,2.95,6.967194681231388,8.826455820457923,15.793650501689308,30.28432483698925,16.924729035728063,13.359595801261186,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.25,5.312268041237114,3.88,7.824768041237115,3.2847680412371134,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.6300000000000008,0.77,1.9675947971117045,58,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.0467610240000003,16508.8,2.0467610240000003,16508.8,1.927606175,1.927606175,2.659886367,0.65,55.0,0.87,18.94,9.03
417,N65-IC,PBDB-TF,-2.6,-6.48,0.29000000000000004,0.9499999999999992,2.046816107915096,1.927606175,3.88,-5152.481883702276,8.174539999999999,5.792943264,18.01713789064221,3.14,5.9897904869356955,8.826455820457923,14.816246307393616,30.23995871339037,18.01479632955462,12.225162383835752,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.44,5.312268041237114,3.88,7.824768041237115,3.2847680412371134,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.4400000000000004,0.6100000000000001,1.9675947971117045,58,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.0467610240000003,16508.8,2.0467610240000003,16508.8,1.927606175,1.927606175,2.257052621,0.65,51.0,0.87,15.07,6.67
434,BTA43,P3HT,-2.32,-6.38,0.19999999999999973,0.75,2.281504165840111,2.074234469,4.0600000000000005,-5545.574682560535,13.90275,5.178403403999999,22.228200808048744,2.93,2.7032955920274753,6.034024576999638,8.737320169027111,16.640226261912133,11.491799806895811,5.148426455016327,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.23,4.660714285714284,4.0600000000000005,7.0894642857142856,2.739464285714285,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,0.8300000000000001,1.35,2.770906837872789,58,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.281442766,18401.7,2.281442766,18401.7,2.074234469,2.074234469,2.364060892,0.65,68.0,0.89,10.84,6.56
441,BTCIC,PBDB-T-2Cl,-2.71,-6.5,0.3599999999999999,0.5700000000000003,1.9286971830985915,2.41458012,3.79,-5325.726303404575,4.40763,5.997009449,18.141261195449893,3.13,5.517483362398774,10.571468287039034,16.088951649437803,32.732972130781214,21.507652229980913,11.225319900800304,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.3313950605038682,0.283931444,4.18,-17879.618020185568,2.20141,12.985482327,50.146237991126526,3.43,5.595257255936676,3.79,8.134632255936676,3.5296322559366753,4.18,6.2102930622009564,2.1602930622009566,3.924043062200957,0.3600000000000003,0.75,1.9569550343782909,61,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,1.928645278,15556.1,1.928645278,15556.1,2.41458012,2.41458012,1.818247616,0.65,62.0,0.83,5.4,2.8
451,BTCIC,PBDB-T,-2.71,-6.5,0.3599999999999999,0.5700000000000003,1.9286971830985915,2.41458012,3.79,-5325.726303404575,4.40763,5.997009449,18.141261195449893,2.84,6.967194681231388,10.571468287039034,17.538662968270422,32.37637183942719,19.51493045787405,12.86144138155314,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.14,5.595257255936676,3.79,8.134632255936676,3.5296322559366753,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.6500000000000004,0.8799999999999999,1.9569550343782909,61,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.928645278,15556.1,1.928645278,15556.1,2.41458012,2.41458012,2.659886367,0.65,63.0,0.79,18.6,9.3
469,o-IO2,PTB7-Th,-2.74,-6.33,0.1900000000000004,0.7000000000000002,1.8497445943265225,2.741436767,3.59,-5052.30703492562,5.80305,5.943080505,17.158247971660487,2.91,7.277138842750522,11.914006468948411,19.191145311698925,36.30005135707853,22.53534323601592,13.764708121062613,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.21,5.728753481894152,3.59,8.220628481894153,3.685628481894151,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.3799999999999999,0.6900000000000004,0.8572079142331831,60,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,1.849694814,14919.3,1.849694814,14919.3,2.741436767,2.741436767,2.6916976910000003,0.65,63.0,0.68,21.8,9.3
505,IDST-4F,PBDB-TF,-2.75,-6.6,0.2400000000000002,0.8500000000000005,1.937574390001984,1.269538151,3.85,-4552.283930277007,4.08556,5.447335608,18.597205406614357,2.99,5.9897904869356955,10.426326558476775,16.41611704541247,31.904723477759138,20.26356566639961,11.641157811359525,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.29,5.676785714285715,3.85,8.254910714285714,3.5799107142857145,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5599999999999996,0.76,1.0639177575452057,53,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,1.937522246,15627.7,1.937522246,15627.7,1.269538151,1.269538151,2.257052621,0.65,70.0,0.82,24.9,14.3
527,BDTN-Th,PBDB-TF,-2.65,-6.47,0.3599999999999999,0.79,2.027611089069629,2.061160282,3.82,-5174.652680703601,4.67034,5.894005765999999,23.247393752264525,3.0900000000000003,5.9897904869356955,9.109474350185367,15.099264837121062,30.326873425357658,18.296379232347316,12.030494193010346,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.39,5.443350785340314,3.82,7.962100785340312,3.4021007853403127,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.4299999999999997,0.6599999999999999,1.487542428269188,56,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.027556522,16353.9,2.027556522,16353.9,2.061160282,2.061160282,2.257052621,0.65,45.11,0.95,8.2,3.53
535,IDTT-TBTA,PTB7-Th,-2.37,-6.73,0.44000000000000017,0.7399999999999993,2.4887051180321365,2.938693495,4.36,-5609.190346211873,2.19143,4.0709995759999975,13.007532659931975,3.28,7.277138842750522,4.155882326876856,11.433021169627375,24.37520113364557,8.860341120901461,15.514860012744114,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.58,4.7482798165137625,4.36,7.295779816513763,2.745779816513761,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.7800000000000002,0.3200000000000003,2.0362835653803653,42,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,2.488638142,20072.9,2.488638142,20072.9,2.938693495,2.938693495,2.6916976910000003,0.65,64.0,1.0,13.7,8.77
571,BTP-4Cl,PBDB-TF,-2.85,-6.75,0.31000000000000005,0.91,2.077886332076969,2.2896986480000003,3.9,-6412.965241028885,0.8003600000000001,6.621398717000001,23.463975426404986,2.89,5.9897904869356955,8.409595891909474,14.399386378845167,27.049247312660647,15.797425882951947,11.251821429708702,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.19,5.907692307692307,3.9,8.551442307692309,3.751442307692309,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.71,0.8600000000000001,0.4901103381160167,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.077830412,16759.4,2.077830412,16759.4,2.2896986480000003,2.2896986480000003,2.257052621,0.65,76.0,0.85,25.5,16.5
588,ZY-4Cl,P3HT,-2.28,-6.53,0.3899999999999999,0.9500000000000002,2.3628248363419955,2.114920301,4.25,-6116.268927633009,1.1889299999999998,4.780278716999999,20.806296978742832,2.97,2.7032955920274753,5.21873049233076,7.922026084358236,15.293471355853574,10.074759215444532,5.218712140409041,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.27,4.565652941176472,4.25,7.0337779411764725,2.628777941176471,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,0.9800000000000004,1.3099999999999998,0.6909530581806897,51,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.3627612479999995,19057.6,2.3627612479999995,19057.6,2.114920301,2.114920301,2.364060892,0.65,65.0,0.88,16.49,9.46
607,EH-IDTBR,PffBT4T-2DT,-2.48,-6.37,0.21,0.6699999999999999,2.077055643721484,2.143134304,3.89,-6141.964149374202,3.90939,4.469604515,17.912753963181967,2.9500000000000006,11.470004624998436,8.409595891909474,19.87960051690791,38.11913399117093,16.12540012273642,21.993733868434507,-2.12,-5.73,0.13000000000000012,0.21,1.8744296766514577,1.631072887,3.61,-9935.390340808997,2.16526,8.256423152,42.729011551267,3.2500000000000004,5.033579691516708,3.89,7.4892046915167105,3.0642046915167085,3.61,6.455611149584488,2.5306111495844874,4.267486149584489,0.6399999999999997,0.3599999999999999,1.915443570746696,48,2.05503049,16575.5,1.874379232,15118.4,1.631072887,2.076999746,16752.7,2.076999746,16752.7,2.143134304,2.143134304,1.759389755,0.65,63.0,1.02,17.2,11.1
610,EH-IDTBR,P3HT,-2.48,-6.37,0.21,0.6699999999999999,2.077055643721484,2.143134304,3.89,-6141.964149374202,3.90939,4.469604515,17.912753963181967,2.77,2.7032955920274753,8.409595891909474,11.112891483936947,20.00876111682848,15.141477403383007,4.8672837134454685,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.07,5.033579691516708,3.89,7.4892046915167105,3.0642046915167085,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,0.8200000000000003,1.51,1.915443570746696,48,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.076999746,16752.7,2.076999746,16752.7,2.143134304,2.143134304,2.364060892,0.65,62.0,0.76,12.1,6.0
637,BTN-4F,PBDB-TF,-2.74,-6.64,0.3500000000000001,0.9800000000000004,2.05127950803412,2.121377948,3.9,-3997.6018653345473,6.40241,5.488901478,16.835962861991653,3.0,5.9897904869356955,8.779289146406706,14.769079633342402,28.79970528501769,17.11961383549308,11.680091449524605,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.3,5.64002564102564,3.9,8.22877564102564,3.538775641025641,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5999999999999996,0.7500000000000002,0.8658924482311195,56,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.051224304,16544.8,2.051224304,16544.8,2.121377948,2.121377948,2.257052621,0.65,77.3,0.816,25.05,15.82
649,BCDT-4F,PBDB-T,-2.77,-6.55,0.2799999999999998,0.5700000000000003,1.921059809561595,2.647327116,3.78,-5401.462832606189,5.67826,6.05444649,16.263835845664403,2.78,6.967194681231388,10.717996332988275,17.68519101421966,31.95714016269493,19.36741937370981,12.589720788985113,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.08,5.744867724867727,3.78,8.311117724867724,3.6511177248677247,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7000000000000002,0.94,1.2322640717178746,63,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.92100811,15494.5,1.92100811,15494.5,2.647327116,2.647327116,2.659886367,0.65,66.0,0.8,18.28,9.65
671,FDICTF,PBDB-T,-2.52,-6.74,0.2400000000000002,0.6799999999999997,2.3014778813727435,2.197822234,4.2200000000000015,-3514.246167642905,7.70627,5.494194178000001,16.26900130417567,3.03,6.967194681231388,5.819921633354753,12.787116314586141,25.184225581577397,11.462335656892185,13.721889924685216,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.33,5.079834123222748,4.2200000000000015,7.658584123222747,3.0285841232227484,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.8900000000000006,0.69,1.046692754176989,54,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.3014159439999995,18562.8,2.3014159439999995,18562.8,2.197822234,2.197822234,2.659886367,0.65,66.0,0.94,15.81,10.06
693,Y1-4F,PBDB-T,-2.81,-6.65,0.31000000000000005,0.8699999999999992,2.059078059908748,2.470116018,3.84,-4550.327040509144,5.50185,6.534387429000001,21.09303516414601,2.74,6.967194681231388,8.68524094089056,15.652435622121947,27.87698784299918,15.468414115726087,12.4085737272731,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.04,5.826276041666668,3.84,8.431276041666667,3.701276041666666,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.8000000000000007,0.98,0.9331174796445028,59,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.059022646,16607.7,2.059022646,16607.7,2.470116018,2.470116018,2.659886367,0.65,57.4,0.74,22.7,9.9
703,Y1-4F,PBDB-TF,-2.81,-6.65,0.31000000000000005,0.8699999999999992,2.059078059908748,2.470116018,3.84,-4550.327040509144,5.50185,6.534387429000001,21.09303516414601,2.93,5.9897904869356955,8.68524094089056,14.675031427826257,27.948597354295106,16.541041371926074,11.407555982369034,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.23,5.826276041666668,3.84,8.431276041666667,3.701276041666666,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.6100000000000003,0.8200000000000001,0.9331174796445028,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.059022646,16607.7,2.059022646,16607.7,2.470116018,2.470116018,2.257052621,0.65,68.5,0.83,25.2,14.8
705,BTCIC-4Cl,PBDB-T-2Cl,-2.87,-6.73,0.3300000000000001,0.5399999999999991,2.0148780003967466,2.628156819,3.86,-7163.609837101599,11.314,6.787087049,21.50494231551519,2.97,5.517483362398774,9.296379238008514,14.813862600407289,28.598161750086266,17.946660118975434,10.651501631110827,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.3313950605038682,0.283931444,4.18,-17879.618020185568,2.20141,12.985482327,50.146237991126526,3.27,5.9689119170984455,3.86,8.610161917098447,3.8101619170984447,4.18,6.2102930622009564,2.1602930622009566,3.924043062200957,0.5900000000000007,0.91,1.6732624108251468,61,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,2.014823776,16251.2,2.014823776,16251.2,2.628156819,2.628156819,1.818247616,0.65,66.0,0.75,21.0,10.5
715,BTCIC-4Cl,PBDB-T,-2.87,-6.73,0.3300000000000001,0.5399999999999991,2.0148780003967466,2.628156819,3.86,-7163.609837101599,11.314,6.787087049,21.50494231551519,2.68,6.967194681231388,9.296379238008514,16.263573919239906,28.331145767315913,16.194292632610832,12.136853134705074,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,2.9799999999999995,5.9689119170984455,3.86,8.610161917098447,3.8101619170984447,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.8800000000000008,1.04,1.6732624108251468,61,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.014823776,16251.2,2.014823776,16251.2,2.628156819,2.628156819,2.659886367,0.65,69.0,0.63,23.2,10.2
737,NIDT,PBDB-T,-2.14,-6.46,0.17000000000000015,0.75,2.50504612180123,2.831936302,4.32,-5618.742849254354,4.9421300000000015,5.239827168999999,15.917131777427594,3.41,6.967194681231388,4.033182889228788,11.000377570460177,24.382336884924975,8.93954987397561,15.442787010949367,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.71,4.280092592592592,4.32,6.7000925925925925,2.400092592592592,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.6100000000000003,0.31000000000000005,1.5061136283267351,60,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.5049787059999997,20204.7,2.5049787059999997,20204.7,2.831936302,2.831936302,2.659886367,0.65,66.0,1.14,13.28,10.0
759,BCDT-4Cl,PBDB-T,-2.83,-6.57,0.33999999999999986,0.5999999999999996,1.9172907161277524,2.924657924,3.74,-6842.7872384241455,6.74253,6.4902836520000005,17.02662989645578,2.72,6.967194681231388,10.765846996419357,17.733041677650746,31.352017686086523,19.034017489669427,12.31800019641709,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.02,5.906417112299466,3.74,8.490167112299464,3.790167112299465,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7200000000000006,1.0,1.0362347854898373,63,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.917239118,15464.1,1.917239118,15464.1,2.924657924,2.924657924,2.659886367,0.65,67.0,0.76,23.77,12.1
777,p-IO1,PTB7-Th,-2.65,-6.4,0.1200000000000001,0.7599999999999998,2.0097574885935328,2.36415103,3.75,-5743.1362247849975,9.29737,6.1845258360000015,18.579558340290106,3.0000000000000004,7.277138842750522,9.34233573304582,16.619474575796342,32.40797542280288,18.217554679439356,14.190420743363518,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.3000000000000003,5.460166666666668,3.75,7.957041666666668,3.432041666666666,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.4500000000000002,0.6000000000000001,1.8568360770558443,59,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,2.009703402,16209.9,2.009703402,16209.9,2.36415103,2.36415103,2.6916976910000003,0.65,62.0,0.78,22.3,10.8
808,BTA3,P3HT,-2.34,-6.45,0.19999999999999973,0.7299999999999995,2.3208812735568336,2.393149791,4.11,-5245.062704748605,11.36472,5.154871577,19.6276985531234,2.91,2.7032955920274753,5.644337521426735,8.34763311345421,15.78954803409864,10.676264421778669,5.113283612319969,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.21,4.699762773722626,4.11,7.154137773722629,2.7591377737226277,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,0.9000000000000004,1.37,2.56823474574929,58,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.320818814,18719.3,2.320818814,18719.3,2.393149791,2.393149791,2.364060892,0.65,65.0,0.9,9.64,5.64
825,BTTPC-Br,PBDB-T,-2.59,-6.55,0.17999999999999972,0.9699999999999998,2.1260662566951,2.204410132,3.96,-10670.195470758481,8.07442,6.791284734,21.338822682985846,2.96,6.967194681231388,7.823512322242732,14.790707003474118,28.45732027468421,15.052437707995017,13.404882566689189,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.26,5.273964646464647,3.96,7.8064646464646446,3.2364646464646465,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7000000000000002,0.7599999999999998,1.2426860079418665,65,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.12600904,17148.0,2.12600904,17148.0,2.204410132,2.204410132,2.659886367,0.65,71.0,0.86,24.71,15.22
857,AQx,PBDB-TF,-2.75,-6.62,0.29000000000000004,0.7199999999999998,2.0057652251537395,1.435128519,3.87,-4729.439885361892,7.1395800000000005,6.567337084,25.69577315254948,2.99,5.9897904869356955,9.436601433213225,15.426391920148921,29.981192696809426,18.340034885449906,11.641157811359525,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.29,5.6716343669250655,3.87,8.256009366925062,3.571009366925065,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5800000000000001,0.76,0.8767608610955374,60,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.0057112459999997,16177.7,2.0057112459999997,16177.7,1.435128519,1.435128519,2.257052621,0.65,67.14,0.89,22.18,13.31
879,IDF-4F,PBDB-TF,-2.83,-6.93,0.46,0.8799999999999999,2.0929751041460025,1.310680335,4.1,-3762.071672952882,7.00784,4.891391091,19.01764311809694,2.91,5.9897904869356955,8.227989543604279,14.217780030539975,26.89293092776636,15.563242221727496,11.329688706038866,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.21,5.80839024390244,4.1,8.504640243902438,3.62464024390244,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.8899999999999997,0.8400000000000001,2.20332331446034,48,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.092918778,16881.1,2.092918778,16881.1,1.310680335,1.310680335,2.257052621,0.65,61.0,0.736,17.49,7.81
909,DTG-IW,PTB7-Th,-2.65,-6.75,0.1599999999999997,0.8799999999999999,2.2051552271374733,1.523630691,4.1,-6986.081113082906,7.84882,5.622715674,19.535456899272145,3.0000000000000004,7.277138842750522,6.877276593556642,14.154415436307163,27.60111010079897,13.410689357435453,14.190420743363518,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.3000000000000003,5.387804878048782,4.1,7.9940548780487815,3.2940548780487804,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.7999999999999998,0.6000000000000001,1.6904670029802524,52,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,2.205095882,17785.9,2.205095882,17785.9,1.523630691,1.523630691,2.6916976910000003,0.65,66.0,0.72,19.2,9.16
931,p-IO2,PTB7-Th,-2.64,-6.38,0.1200000000000001,0.7000000000000002,2.0011034516960917,2.342779326,3.74,-5818.26305715523,8.53309,6.188348416,20.095607794586545,3.01,7.277138842750522,9.484460917324801,16.76159976007532,32.79406993058737,18.556347784745974,14.237722145841394,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.31,5.438529411764707,3.74,7.927279411764707,3.4172794117647056,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.4299999999999997,0.5900000000000003,1.977094429997912,60,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,2.0010495980000003,16140.1,2.0010495980000003,16140.1,2.342779326,2.342779326,2.6916976910000003,0.65,67.0,0.7,23.0,10.8
953,BTDT2R,PTB7-Th,-2.39,-6.67,0.8500000000000001,0.6799999999999997,2.328010315413608,1.5024726000000002,4.2799999999999985,-4306.140697240976,4.62173,3.2191747950000003,15.026828874752958,3.26,7.277138842750522,5.559752833962309,12.83689167671283,27.20137346295449,11.781116255166133,15.420257207788358,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.56,4.794602803738318,4.2799999999999985,7.327102803738318,2.7971028037383183,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.7199999999999998,0.3400000000000003,0.4413873443432971,35,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,2.327947664,18776.8,2.327947664,18776.8,1.5024726000000002,1.5024726000000002,2.6916976910000003,0.65,57.0,1.06,13.52,8.19
962,BTDT2R,P3HT,-2.39,-6.67,0.8500000000000001,0.6799999999999997,2.328010315413608,1.5024726000000002,4.2799999999999985,-4306.140697240976,4.62173,3.2191747950000003,15.026828874752958,2.86,2.7032955920274753,5.559752833962309,8.263048425989783,15.361007023915008,10.33558051833593,5.025426505579077,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.16,4.794602803738318,4.2799999999999985,7.327102803738318,2.7971028037383183,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,1.12,1.4200000000000002,0.4413873443432971,35,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.327947664,18776.8,2.327947664,18776.8,1.5024726000000002,1.5024726000000002,2.364060892,0.65,67.0,0.81,9.42,5.09
