Acceptor,donor,AccHOMO,AccCalcLUMO,AccFundBg,AccOptBg,AccEnergyTransitioneV,AccTriplet,AccDeltaHOMO,AccDeltaLUMO,DeltaDipMom,GSDipMom,AccEnergyTransitionWavenumber,AccOscStr,AccSumOscStr,AccElectroIndex,DonHOMO,DonCalcLUMO,DonFundBg,DonEnergyTransitioneV,DonDeltaHOMO,DonDeltaLUMO,DonEnergyTransitionWavenumber,DonOscStr,DonSumOscStr,AbsFOM,LUMOOffset,HOMOOffset,DHomoALumoOffset,DonNucleoIndex,AccNucleoIndex,DonElectroIndex,AccChemHard,AccElectrodonating,AccElectroaccepting,DonChemHard,DonElectrodonating,DonElectroaccepting,acc_first_oscs,acc_highest_oscs_under_ten,acc_lowest_transition_eV,acc_lowest_transition_wavenumber,don_first_oscs,don_highest_oscs_under_ten,don_lowest_transition_eV,don_lowest_transition_wavenumber,PiSystemSize,Planarity,Polarizability,sTDDFTLUMO,sTDDFTHOMO,sTDDFTdeltaLUMO,sTDDFTdeltaHOMO,sTDDFToptbg,sTDDFToscs,sTDDFTfundbg,sTDDFTsinglepointenergy,sTDDFTdipolemoment,sTDDFTsummedoscs,sTDDFTabsFOM,sTDDFTScharberVoc,sTDDFTScharberJscDon,sTDDFTScharberJscAcc,sTDDFTScharberJscTot,sTDDFTScharberPCETot,sTDDFTScharberPCEAcc,sTDDFTScharberPCEDon,donsTDDFTLUMO,donsTDDFTHOMO,donsTDDFTdeltaLUMO,donsTDDFTdeltaHOMO,donsTDDFToptbg,donsTDDFToscs,donsTDDFTfundbg,donsTDDFTsinglepointenergy,donsTDDFTdipolemoment,donsTDDFTsummedoscs,donsTDDFTabsFOM,sTDDFTDHomoALumoOffset,sTDDFTaccElectrophilicity,sTDDFTdonElectrophilicity,sTDDFTDonNucleoIndex,sTDDFTAccNucleoIndex,sTDDFTAccChemHard,sTDDFTAccElectrodonating,sTDDFTAccElectroaccepting,sTDDFTDonChemHard,sTDDFTDonElectrodonating,sTDDFTDonElectroaccepting,sTDDFTdonlowestengtranseV,sTDDFTdonlowestengtranswavenumber,sTDDFTdonfirstengtranseV,sTDDFTdonfirstengtranswavenumber,sTDDFTdonfirstoscs,sTDDFTacclowestengtranseV,sTDDFTacclowestengtranswavenumber,sTDDFTaccfirstengtranseV,sTDDFTaccfirstengtranswavenumber,sTDDFTaccfirstoscs,sTDDFTacchighestoscsunderten,sTDDFTdonhighestoscsunderten,sTDDFTHOMOoffset,sTDDFTLUMOoffset,ScharberJsclowestoptbg,ScharberVoc,ImamuraVoc,ScharberJscDon,ScharberJscAcc,ScharberTotalJsc,ImamuraJscDon,ImamuraJscAcc,ImamuraTotalJsc,ScharberFF,ImamuraFF,ScharberPCEtotal,ScharberPCEacc,ScharberPCEdon,ScharberPCElowestoptbg,ImamuraPCEtotal,ImamuraPCEacc,ImamuraPCEdon,AlharbiVocDon,AlharbiVocAcc,AlharbiFFDon,AlharbiFFAcc,AlharbiPCEAcc,AlharbiPCEDon,ExperimentalFF,ExperimentalVoc,ExperimentalJsc,ExperimentalPCE
BTA53,PTB7-Th,-5.3467650484745,-3.581453106399516,1.7653119420749848,1.765311942074985,1.765311942074985,1.258,0.6558488024751004,0.2047384611162002,0.4145403277118677,16.63158252657993,14238.3,2.735275901,5.330685139,11.288809292159094,-4.991112245871,-2.983152515658741,2.007959730212259,2.007959730212259,0.34425123226754994,0.5647178739426502,16195.4,1.481089062,4.661161306,53.136988487628905,0.5983005907407746,0.3556528026035002,1.4096591394714846,0.12630882295428048,0.08858330175659654,7.91710330767603,1.7653119420749843,13.63119582725728,9.167086749820273,2.007959730212259,10.03616698119673,6.049034600431861,2.735275901,2.735275901,1.7653241353659468,14238.3,1.481089062,1.481089062,2.0079735995101697,16195.4,60,1.4318487991277358,929.874459,-2.43,-6.4,0.21,0.7699999999999996,2.2096558222574885,2.59014987,3.97,-5395.360571675223,15.612779999999999,5.091131206,17.613597869283524,3.22,7.277138842750522,6.832665397776074,14.109804240526596,29.531820275422167,14.300768677545323,15.231051597876844,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9000000000000004,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.52,4.909880352644836,4.102564102564102,0.24375000000000002,0.20367095085348133,3.97,7.3655053526448375,2.9505053526448366,3.9000000000000004,6.346314102564103,2.346314102564102,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,2.209596356,17822.2,2.209596356,17822.2,2.59014987,2.59014987,2.6916976910000003,0.4500000000000002,0.38000000000000034,13.42387589453379,1.1096591394714845,1.1096591394714845,9.388940717172995,13.42387589453379,22.812816611706786,12.277844802498866,17.554298173342563,29.83214297584143,65.0,70.0,16.454392792673772,9.68235227277524,6.77204051989853,9.68235227277524,23.172457072213742,13.635501183540011,9.536955888673731,1.351766853301422,1.1318484646803424,81.43611542522085,78.601003499862,11.94247402022701,10.335593949717365,,,,
BTA53,PBDB-TF,-5.3467650484745,-3.581453106399516,1.7653119420749848,1.765311942074985,1.765311942074985,1.258,0.6558488024751004,0.2047384611162002,0.4145403277118677,16.63158252657993,14238.3,2.735275901,5.330685139,11.288809292159094,-5.243252939744299,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507584995,19041.1,1.009233201,3.885868678,46.82317199147083,0.6989792779426582,0.10351210873020024,1.6617998333447843,0.14301807077621037,0.08858330175659654,6.9921234049140875,1.7653119420749843,13.63119582725728,9.167086749820273,2.360779111287442,9.171103791419842,5.108240407319263,2.735275901,2.735275901,1.7653241353659468,14238.3,1.009233201,1.009233201,2.3607954175650554,19041.1,60,1.4318487991277358,929.874459,-2.43,-6.4,0.21,0.7699999999999996,2.2096558222574885,2.59014987,3.97,-5395.360571675223,15.612779999999999,5.091131206,17.613597869283524,3.31,5.989790486935695,6.832665397776074,12.822455884711768,27.587513835957374,14.700479603315225,12.887034232642147,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.2234399999999999,13.040835350999998,48.55193625232204,3.61,4.909880352644836,3.980302469135802,0.25123718806654377,0.20367095085348133,3.97,7.3655053526448375,2.9505053526448366,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964055999999995,2.209596356,17822.2,2.209596356,17822.2,2.59014987,2.59014987,2.257052621,0.3600000000000003,0.44000000000000017,13.42387589453379,1.3617998333447843,1.3617998333447843,5.261600286563966,13.42387589453379,18.685476181097755,6.8805542062186325,17.554299209263682,24.434853415482316,65.0,70.0,16.53982092710146,11.882410771411168,4.6574101556902905,11.882410771411168,23.292765516305636,16.73380921636183,6.558956299943802,1.669796141136633,1.1318484646803424,84.42096775051294,78.601003499862,11.94247402022701,7.417057261967582,,,,
BTA53,PDCBT-Cl,-5.3467650484745,-3.581453106399516,1.7653119420749848,1.765311942074985,1.765311942074985,1.258,0.6558488024751004,0.2047384611162002,0.4145403277118677,16.63158252657993,14238.3,2.735275901,5.330685139,11.288809292159094,-5.0771546453991,-2.867883171485194,2.2092714739139057,2.2092714739139057,0.43921896609205024,0.3736395281215499,17819.1,2.681571524,4.255508377999998,44.24486868208421,0.7135699349143216,0.26961040307540074,1.495701538999584,0.1399964873376301,0.08858330175659654,7.1430363648217545,1.7653119420749843,13.63119582725728,9.167086749820273,2.2092714739139057,9.26737528616245,5.2948563777203015,2.735275901,2.735275901,1.7653241353659468,14238.3,2.681571524,2.681571524,2.209286733704118,17819.1,60,1.4318487991277358,929.874459,-2.43,-6.4,0.21,0.7699999999999996,2.2096558222574885,2.59014987,3.97,-5395.360571675223,15.612779999999999,5.091131206,17.613597869283524,3.4099999999999997,5.048874370412561,6.832665397776074,11.881539768188635,26.335432896190106,15.144602854170666,11.190830042019442,-1.92,-6.14,0.25,0.2600000000000007,2.3818810751834953,4.076802804,4.22,-9402.575206581614,5.65723,5.183854525,6.835136982728328,3.7099999999999995,4.909880352644836,3.8485545023696677,0.25983781686975477,0.20367095085348133,3.97,7.3655053526448375,2.9505053526448366,4.22,6.127304502369666,2.097304502369668,2.3818169739999995,19211.3,2.3818169739999995,19211.3,4.076802804,2.209596356,17822.2,2.209596356,17822.2,2.59014987,2.59014987,4.076802804,0.2600000000000007,0.5100000000000002,13.42387589453379,1.195701538999584,1.195701538999584,6.832665397776074,13.42387589453379,20.256541292309862,8.935023969991665,17.554299223681024,26.48932319367269,65.0,70.0,15.74350543871529,10.433116893181756,5.310388545533537,10.433116893181756,22.171327156812264,14.692791818470221,7.478535338342044,1.533478281264524,1.1318484646803424,83.26779945482753,78.601003499862,11.94247402022701,8.724586853514058,,,,
BTA53,P3HT,-5.3467650484745,-3.581453106399516,1.7653119420749848,1.765311942074985,1.765311942074985,1.258,0.6558488024751004,0.2047384611162002,0.4145403277118677,16.63158252657993,14238.3,2.735275901,5.330685139,11.288809292159094,-5.106025924937151,-2.0960700630049938,3.009955861932156,3.009955861932156,0.3436253704114005,0.26267149988765026,24277.1,1.3659200180000002,3.0167570560000008,36.58686026679628,1.485383043394522,0.2407391235373506,1.5245728185376342,0.23211451958021087,0.08858330175659654,4.308218209737776,1.7653119420749843,13.63119582725728,9.167086749820273,3.009955861932157,6.296864448094073,2.6958164541230007,2.735275901,2.735275901,1.7653241353659468,14238.3,1.3659200180000002,1.3659200180000002,3.0099766521770595,24277.1,60,1.4318487991277358,929.874459,-2.43,-6.4,0.21,0.7699999999999996,2.2096558222574885,2.59014987,3.97,-5395.360571675223,15.612779999999999,5.091131206,17.613597869283524,2.82,2.703295592027475,6.832665397776074,9.535960989803549,17.479416494309906,12.524275674123544,4.955140820186362,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.1199999999999997,4.909880352644836,2.320436681222707,0.43095336670555917,0.20367095085348133,3.97,7.3655053526448375,2.9505053526448366,4.58,4.2366866812227055,0.9766866812227076,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.209596356,17822.2,2.209596356,17822.2,2.59014987,2.59014987,2.364060892,0.8500000000000005,1.4600000000000002,13.42387589453379,1.2245728185376341,1.2245728185376341,1.174592235832315,13.42387589453379,14.598468130366104,1.5360052314730275,17.554299246698033,19.09030447817106,65.0,70.0,11.619976722077261,10.685033800914622,0.9349429211626397,10.685033800914622,16.364227573102887,15.047562394187453,1.3166651789154333,2.2497054056006722,1.1318484646803424,87.95300735989845,78.601003499862,11.94247402022701,2.3241463478773428,62.0,0.88,11.57,6.31
BTA53,PBDB-T,-5.3467650484745,-3.581453106399516,1.7653119420749848,1.765311942074985,1.765311942074985,1.258,0.6558488024751004,0.2047384611162002,0.4145403277118677,16.63158252657993,14238.3,2.735275901,5.330685139,11.288809292159094,-5.0676578720166505,-3.0158824306359713,2.0517754413806784,2.0517754413806784,0.15654709819264934,0.18618029651209955,16548.8,1.343741812,5.910814255,46.82317199147083,0.6989792779426582,0.10351210873020024,1.6617998333447843,0.1255991217682025,0.08858330175659654,7.96183911098944,1.7653119420749843,13.63119582725728,9.167086749820273,2.0517754413806792,10.11096015173889,6.069190000412576,2.735275901,2.735275901,1.7653241353659468,14238.3,1.343741812,1.343741812,2.0517896133206897,16548.8,60,1.4318487991277358,929.874459,-2.43,-6.4,0.21,0.7699999999999996,2.2096558222574885,2.59014987,3.97,-5395.360571675223,15.612779999999999,5.091131206,17.613597869283524,3.1199999999999997,6.967194681231387,6.832665397776074,13.79986007900746,27.986116240227126,13.856645426689877,14.129470813537253,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.4199999999999995,4.909880352644836,3.668059701492538,0.27262369791666663,0.20367095085348133,3.97,7.3655053526448375,2.9505053526448366,4.02,5.839309701492535,1.9993097014925374,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.209596356,17822.2,2.209596356,17822.2,2.59014987,2.59014987,2.659886367,0.5500000000000007,0.6000000000000001,13.42387589453379,1.3617998333447843,1.3617998333447843,8.779289146406708,13.42387589453379,22.203165040940497,11.480608859280343,17.554299209263682,29.034908068544027,65.0,70.0,19.653573194111683,11.882410771411168,7.771162422700513,11.882410771411168,27.677813078247073,16.73380921636183,10.944003861885237,1.3913735238832161,1.1318484646803424,81.86874038221555,78.601003499862,11.94247402022701,10.000488073657753,,,,
BTA53,PBDB-T-2Cl,-5.3467650484745,-3.581453106399516,1.7653119420749848,1.765311942074985,1.765311942074985,1.258,0.6558488024751004,0.2047384611162002,0.4145403277118677,16.63158252657993,14238.3,2.735275901,5.330685139,11.288809292159094,-5.310519483587901,-2.8813883588110696,2.42913112477683,2.42913112477683,0.3627277627165002,0.2762227696425499,19592.4,1.073636459,3.690165444,44.96905017278065,0.7000647475884461,0.03624556488660069,1.7290663771883839,0.14479075549404063,0.08858330175659654,6.9065182827998886,1.7653119420749843,13.63119582725728,9.167086749820273,2.429131124776831,9.106315938698183,5.010362017498697,2.735275901,2.735275901,1.7653241353659468,14238.3,1.073636459,1.073636459,2.429147903172695,19592.4,60,1.4318487991277358,929.874459,-2.43,-6.4,0.21,0.7699999999999996,2.2096558222574885,2.59014987,3.97,-5395.360571675223,15.612779999999999,5.091131206,17.613597869283524,3.4099999999999997,5.517483362398773,6.832665397776074,12.350148760174847,27.37410472692755,15.144602854170666,12.22950187275688,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.331395060503868,0.283931444,4.18,-17879.618020185568,2.2014099999999996,12.985482327,50.146237991126526,3.7099999999999995,4.909880352644836,3.924043062200957,0.2548392013412589,0.20367095085348133,3.97,7.3655053526448375,2.9505053526448366,4.18,6.2102930622009564,2.160293062200957,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,2.209596356,17822.2,2.209596356,17822.2,2.59014987,2.59014987,1.8182476159999998,0.2600000000000007,0.4700000000000002,13.42387589453379,1.4290663771883838,1.4290663771883838,4.646425082474601,13.42387589453379,18.07030097700839,6.076094326123869,17.554299210593932,23.6303935367178,65.0,70.0,16.785378708746112,12.469346300078122,4.316032408667991,12.469346300078122,23.638580618137176,17.560381143875063,6.078199474262111,1.731173125528477,1.1318484646803424,84.88984728119378,78.601003499862,11.94247402022701,6.828340870477663,,,,
i-cc23,PTB7-Th,-5.26466829977865,-3.7421281291775785,1.5225401706010713,1.5225401706010713,2.754785756794287,1.4609999999999999,0.8491040591001999,0.16933644916614998,0.2053751189245853,6.1885737235101965,22219.0,1.0388508509999999,3.010123492,13.320236713464348,-4.991112245871,-2.983152515658741,2.007959730212259,2.007959730212259,0.34425123226754994,0.5647178739426502,16195.4,1.481089062,4.661161306,47.17484157019712,0.7589756135188379,0.27355605390765003,1.2489841166934212,0.12630882295428048,0.07507374091852144,7.91710330767603,1.5225401706010717,15.667094581365971,11.16369636688786,2.007959730212259,10.03616698119673,6.049034600431861,0.0014302370000000002,1.0388508509999999,2.7548047845386017,22219.0,1.481089062,1.481089062,2.0079735995101697,16195.4,58,2.264306609832317,974.1223150000001,-2.24,-6.43,0.16000000000000014,1.0,2.5198497321959925,0.33625810700000003,4.1899999999999995,-5984.6404011309205,5.959,5.55641309,9.351106635776883,3.41,7.277138842750522,3.90926261697508,11.186401459725602,24.794658835481798,8.664880590525266,16.129778244956533,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9000000000000004,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.71,4.485017899761337,4.102564102564102,0.24375000000000002,0.22296455049894304,4.1899999999999995,6.914392899761338,2.579392899761337,3.9000000000000004,6.346314102564103,2.346314102564102,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,3.4182153860000004,27570.7,2.519781918,20324.1,0.008350209,1.0479768,2.6916976910000003,0.47999999999999954,0.1900000000000004,9.388940717172995,0.9489841166934212,0.9489841166934212,9.388940717172995,2.2963853517505144,11.685326068923509,12.277845549682393,3.002965459114677,15.28081100879707,65.0,70.0,7.207972744564789,1.4165015960021379,5.791471148562652,5.791471148562652,10.150872856279674,1.9948365665751568,8.156036289704518,1.351766853301422,2.022563224623396,81.43611542522085,86.77895158510826,4.030521788399935,10.335593949717365,,,,
i-cc23,PBDB-TF,-5.26466829977865,-3.7421281291775785,1.5225401706010713,1.5225401706010713,2.754785756794287,1.4609999999999999,0.8491040591001999,0.16933644916614998,0.2053751189245853,6.1885737235101965,22219.0,1.0388508509999999,3.010123492,13.320236713464348,-5.243252939744299,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507584995,19041.1,1.009233201,3.885868678,40.86102507403904,0.8596543007207216,0.021415360034350076,1.5011248105667212,0.14301807077621037,0.07507374091852144,6.9921234049140875,1.5225401706010717,15.667094581365971,11.16369636688786,2.360779111287442,9.171103791419842,5.108240407319263,0.0014302370000000002,1.0388508509999999,2.7548047845386017,22219.0,1.009233201,1.009233201,2.3607954175650554,19041.1,58,2.264306609832317,974.1223150000001,-2.24,-6.43,0.16000000000000014,1.0,2.5198497321959925,0.33625810700000003,4.1899999999999995,-5984.6404011309205,5.959,5.55641309,9.351106635776883,3.5,5.989790486935695,3.90926261697508,9.899053103910774,22.52034581139701,8.893572453618306,13.626773357778704,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.2234399999999999,13.040835350999998,48.55193625232204,3.8,4.485017899761337,3.980302469135802,0.25123718806654377,0.22296455049894304,4.1899999999999995,6.914392899761338,2.579392899761337,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964055999999995,3.4182153860000004,27570.7,2.519781918,20324.1,0.008350209,1.0479768,2.257052621,0.3899999999999997,0.2500000000000002,5.261600286563966,1.2011248105667212,1.2011248105667212,5.261600286563966,2.2963853517505144,7.557985638314481,6.880554220822077,3.002965459951213,9.88351968077329,65.0,70.0,5.900754644256212,1.7928595233961946,4.107895120860017,4.107895120860017,8.309938493010895,2.5248554234556146,5.785083069555279,1.669796141136633,2.022563224623396,84.42096775051294,86.77895158510826,4.030521788399935,7.417057261967582,,,,
i-cc23,PDCBT-Cl,-5.26466829977865,-3.7421281291775785,1.5225401706010713,1.5225401706010713,2.754785756794287,1.4609999999999999,0.8491040591001999,0.16933644916614998,0.2053751189245853,6.1885737235101965,22219.0,1.0388508509999999,3.010123492,13.320236713464348,-5.0771546453991,-2.867883171485194,2.2092714739139057,2.2092714739139057,0.43921896609205024,0.3736395281215499,17819.1,2.681571524,4.255508377999998,38.28272176465232,0.874244957692385,0.1875136543795506,1.335026516221521,0.1399964873376301,0.07507374091852144,7.1430363648217545,1.5225401706010717,15.667094581365971,11.16369636688786,2.2092714739139057,9.26737528616245,5.2948563777203015,0.0014302370000000002,1.0388508509999999,2.7548047845386017,22219.0,2.681571524,2.681571524,2.209286733704118,17819.1,58,2.264306609832317,974.1223150000001,-2.24,-6.43,0.16000000000000014,1.0,2.5198497321959925,0.33625810700000003,4.1899999999999995,-5984.6404011309205,5.959,5.55641309,9.351106635776883,3.5999999999999996,5.048874370412561,3.90926261697508,8.95813698738764,20.962040550487075,9.147674523721687,11.814366026765391,-1.92,-6.14,0.25,0.2600000000000007,2.3818810751834953,4.076802804,4.22,-9402.575206581614,5.65723,5.183854525,6.835136982728328,3.8999999999999995,4.485017899761337,3.8485545023696677,0.25983781686975477,0.22296455049894304,4.1899999999999995,6.914392899761338,2.579392899761337,4.22,6.127304502369666,2.097304502369668,2.3818169739999995,19211.3,2.3818169739999995,19211.3,4.076802804,3.4182153860000004,27570.7,2.519781918,20324.1,0.008350209,1.0479768,4.076802804,0.29000000000000004,0.3200000000000003,6.832665397776074,1.0350265162215209,1.0350265162215209,6.832665397776074,2.2963853517505144,9.129050749526588,8.93502398165187,3.002965459962855,11.937989441614725,65.0,70.0,6.141726235899779,1.5449328248409033,4.596793411058877,4.596793411058877,8.649294935710651,2.1757042148512373,6.473590720859415,1.533478281264524,2.022563224623396,83.26779945482753,86.77895158510826,4.030521788399935,8.724586853514058,,,,
i-cc23,P3HT,-5.26466829977865,-3.7421281291775785,1.5225401706010713,1.5225401706010713,2.754785756794287,1.4609999999999999,0.8491040591001999,0.16933644916614998,0.2053751189245853,6.1885737235101965,22219.0,1.0388508509999999,3.010123492,13.320236713464348,-5.106025924937151,-2.0960700630049938,3.009955861932156,3.009955861932156,0.3436253704114005,0.26267149988765026,24277.1,1.3659200180000002,3.0167570560000008,30.62471334936448,1.6460580661725852,0.15864237484150046,1.3638977957595708,0.23211451958021087,0.07507374091852144,4.308218209737776,1.5225401706010717,15.667094581365971,11.16369636688786,3.009955861932157,6.296864448094073,2.6958164541230007,0.0014302370000000002,1.0388508509999999,2.7548047845386017,22219.0,1.3659200180000002,1.3659200180000002,3.0099766521770595,24277.1,58,2.264306609832317,974.1223150000001,-2.24,-6.43,0.16000000000000014,1.0,2.5198497321959925,0.33625810700000003,4.1899999999999995,-5984.6404011309205,5.959,5.55641309,9.351106635776883,3.01,2.703295592027475,3.90926261697508,6.612558209002555,12.937470135913498,7.648472310111743,5.288997825801754,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.3099999999999996,4.485017899761337,2.320436681222707,0.43095336670555917,0.22296455049894304,4.1899999999999995,6.914392899761338,2.579392899761337,4.58,4.2366866812227055,0.9766866812227076,2.686187874,21666.3,2.686187874,21666.3,2.364060892,3.4182153860000004,27570.7,2.519781918,20324.1,0.008350209,1.0479768,2.364060892,0.8799999999999999,1.2700000000000002,2.2963853517505144,1.0638977957595708,1.0638977957595708,1.174592235832315,2.2963853517505144,3.4709775875828295,1.5360052314730275,3.0029654599814415,4.538970691454469,65.0,70.0,2.4002975129641593,1.5880275540622604,0.8122699589018989,1.5880275540622604,3.3803006395589925,2.2363938335314666,1.1439068060275261,2.2497054056006722,2.022563224623396,87.95300735989845,86.77895158510826,4.030521788399935,2.3241463478773428,,,,
