,sTDDFTLUMO,sTDDFTHOMO,sTDDFTdeltaLUMO,sTDDFTdeltaHOMO,sTDDFToptbg,sTDDFToscs,sTDDFTfundbg,sTDDFTsinglepointenergy,sTDDFTdipolemoment,sTDDFTsummedoscs,sTDDFTabsFOM,sTDDFTScharberVoc,sTDDFTScharberJscDon,sTDDFTScharberJscAcc,sTDDFTScharberJscTot,sTDDFTScharberPCETot,sTDDFTScharberPCEAcc,sTDDFTScharberPCEDon,donsTDDFTLUMO,donsTDDFTHOMO,donsTDDFTdeltaLUMO,donsTDDFTdeltaHOMO,donsTDDFToptbg,donsTDDFToscs,donsTDDFTfundbg,donsTDDFTsinglepointenergy,donsTDDFTdipolemoment,donsTDDFTsummedoscs,donsTDDFTabsFOM,sTDDFTDHomoALumoOffset,sTDDFTaccElectrophilicity,sTDDFTAccChemHard,sTDDFTAccElectrodonating,sTDDFTAccElectroaccepting,sTDDFTDonChemHard,sTDDFTDonElectrodonating,sTDDFTDonElectroaccepting,sTDDFTdonElectrophilicity,sTDDFTHOMOoffset,sTDDFTLUMOoffset,Planarity,PiSystemSize,sTDDFTdonlowestengtranseV,sTDDFTdonlowestengtranswavenumber,sTDDFTdonfirstengtranseV,sTDDFTdonfirstengtranswavenumber,sTDDFTdonfirstoscs,sTDDFTacclowestengtranseV,sTDDFTacclowestengtranswavenumber,sTDDFTaccfirstengtranseV,sTDDFTaccfirstengtranswavenumber,sTDDFTaccfirstoscs,sTDDFTacchighestoscsunderten,sTDDFTdonhighestoscsunderten,ScharberFF,ExperimentalFF,ExperimentalVoc,ExperimentalJsc,ExperimentalPCE
157,-2.71,-6.61,0.25,0.9499999999999992,2.0399970243999204,1.856525744,3.9,-4971.621434871399,8.27921,6.350002420999999,22.713409418933104,2.9000000000000004,4.771945250541704,8.921137717815391,13.693082968357091,25.811461395353128,16.81634459808201,8.995116797271113,-1.76,-5.91,0.3200000000000001,0.21999999999999967,2.415988891093037,3.435330346,4.15,-15406.502742895591,4.04634,10.76941207,26.194578388471605,3.2,5.568102564102563,3.9,8.141852564102566,3.4818525641025637,4.15,5.720784638554218,1.8857846385542167,3.5439096385542164,0.7000000000000002,0.95,1.2045012410989109,59,2.415923872,19486.4,2.415923872,19486.4,3.435330346,2.0399421239999995,16453.8,2.0399421239999995,16453.8,1.856525744,1.856525744,3.435330346,0.65,53.6,0.87,20.54,9.6
175,-2.71,-6.61,0.25,0.9499999999999992,2.0399970243999204,1.856525744,3.9,-4971.621434871399,8.27921,6.350002420999999,22.713409418933104,3.03,5.9897904869356955,8.921137717815391,14.910928204751086,29.367073099257265,17.57018073523741,11.796892364019852,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.568102564102563,3.9,8.141852564102566,3.4818525641025637,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5700000000000003,0.72,1.2045012410989109,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.0399421239999995,16453.8,2.0399421239999995,16453.8,1.856525744,1.856525744,2.257052621,0.65,74.8,0.83,25.3,15.7
197,-2.71,-6.54,0.31000000000000005,0.7999999999999998,2.0113692719698477,2.021331582,3.83,-4615.643855626504,4.2367,6.321271126000003,24.34294468054427,3.03,5.9897904869356955,9.34233573304582,15.332126219981516,30.1966225902536,18.399730226233746,11.796892364019852,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.585019582245431,3.83,8.136894582245432,3.5118945822454304,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5,0.72,0.875022315348404,58,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.011315142,16222.9,2.011315142,16222.9,2.021331582,2.021331582,2.257052621,0.65,70.66,0.91,23.63,15.24
219,-2.54,-6.48,0.26000000000000023,0.8899999999999997,2.03015274747074,1.591316042,3.94,-8966.360141670199,0.5593600000000001,5.671874405,17.291974834709993,3.2,5.9897904869356955,9.062280713424043,15.052071200359736,31.308308096748252,18.849543883922014,12.458764212826244,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.5,5.162461928934009,3.94,7.66371192893401,3.1537119289340105,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.4400000000000004,0.55,2.1325436169222307,54,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.0300981119999997,16374.4,2.0300981119999997,16374.4,1.591316042,1.591316042,2.257052621,0.65,51.0,0.95,15.45,7.46
253,-2.88,-6.58,0.44,0.9500000000000002,1.8457151358857369,2.191364417,3.7,-5798.4747446071815,6.3297300000000005,5.5085667030000005,19.115807751944708,2.67,6.967194681231388,11.963540115595396,18.930734796826783,32.854290239892876,20.762723870615808,12.091566369277071,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,2.97,6.046729729729731,3.7,8.64297972972973,3.9129797297297295,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7300000000000004,1.0499999999999998,1.061169743971015,52,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.845665464,14886.8,1.845665464,14886.8,2.191364417,2.191364417,2.659886367,0.65,66.8,0.65,21.3,9.28
275,-2.6,-6.74,0.26000000000000023,0.5800000000000001,2.0246974806586,0.15424629,4.1400000000000015,-4574.970495999128,7.873989999999999,5.5112539830000005,16.938033990507098,2.95,6.967194681231388,9.156760655207199,16.123955336438588,30.917684357620985,17.558088556359802,13.359595801261186,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.25,5.267850241545894,4.1400000000000015,7.861600241545893,3.1916002415458937,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.8900000000000006,0.77,1.4292168496578217,59,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.267519812,18289.4,2.024642992,16330.4,0.15424629,0.8116081909999999,2.659886367,0.65,70.2,0.88,22.8,14.1
297,-2.48,-6.44,0.21,0.96,2.116085598095616,2.182395395,3.96,-5523.4565684145045,8.963289999999997,6.744658800999999,20.439107753243114,3.07,6.967194681231388,7.917127318320261,14.884321999551648,29.701664550105313,15.79862756370808,13.90303698639723,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.37,5.023131313131313,3.96,7.500631313131312,3.0406313131313127,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.5900000000000007,0.6499999999999999,1.2240959663216644,65,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.11602865,17067.5,2.11602865,17067.5,2.182395395,2.182395395,2.659886367,0.65,73.0,0.89,22.25,14.51
329,-2.37,-6.29,0.010000000000000231,0.7400000000000002,1.883058916881571,1.091968608,3.92,-5707.562924516963,7.614139999999999,4.933388353000001,12.05302204937466,3.37,5.9897904869356955,11.325307616010909,17.315098102946607,37.92872239450455,24.808086332871905,13.12063606163264,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.67,4.7828826530612245,3.92,7.1928826530612255,2.8628826530612246,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.25,0.3800000000000001,2.0410327458112727,71,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,1.88300824,15188.0,1.88300824,15188.0,1.091968608,1.091968608,2.257052621,0.65,77.0,0.865,25.0,16.7
337,-2.72,-6.37,0.18000000000000016,0.8099999999999996,1.9027102757389407,2.601556711,3.65,-5055.665306526592,7.49843,6.043205120999999,17.29091646642431,2.93,7.277138842750522,11.00246976384247,18.27960860659299,34.81351459125635,20.954203665237984,13.859310926018368,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.23,5.65945890410959,3.65,8.16008390410959,3.6150839041095897,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.4199999999999999,0.6700000000000004,1.2671510308331333,59,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,1.90265907,15346.5,1.90265907,15346.5,2.601556711,2.601556711,2.6916976910000003,0.65,67.0,0.74,26.3,13.1
353,-2.7,-6.57,0.3600000000000003,0.8899999999999997,2.091152549097401,3.001859025,3.87,-6533.371925535962,3.5192300000000003,6.261708349,13.960042712705643,3.14,5.517483362398774,8.227989543604279,13.745472906003053,28.054510201152233,16.793326658496333,11.261183542655894,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.3313950605038682,0.283931444,4.18,-17879.618020185568,2.20141,12.985482327,50.146237991126526,3.4399999999999995,5.5512209302325575,3.87,8.110595930232558,3.4755959302325588,4.18,6.2102930622009564,2.1602930622009566,3.924043062200957,0.4300000000000006,0.7400000000000002,1.9556833236340967,54,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,2.091096272,16866.4,2.091096272,16866.4,3.001859025,3.001859025,1.818247616,0.65,75.7,0.885,22.89,15.4
395,-2.67,-6.59,0.2399999999999997,0.8900000000000006,2.0772416187264438,2.023929936,3.92,-4650.8872726929685,5.85597,6.484590842,21.785961750049037,3.0700000000000003,5.9897904869356955,8.409595891909474,14.399386378845167,28.733975518985527,16.781348602305354,11.95262691668018,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.37,5.46859693877551,3.92,8.02859693877551,3.3985969387755097,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5499999999999998,0.6799999999999999,0.8408029419455448,60,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.077185716,16754.2,2.077185716,16754.2,2.023929936,2.023929936,2.257052621,0.65,76.25,0.86,25.38,16.64
407,-2.59,-6.39,0.31999999999999984,1.0300000000000002,1.9775218210672485,1.808899232,3.8,-5152.463718084223,8.796330000000003,5.765205219000003,18.273948861915766,2.96,6.967194681231388,9.85735803957308,16.824552720804466,32.370439434827794,18.96555686813861,13.404882566689189,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.26,5.305289473684212,3.8,7.787789473684208,3.2977894736842113,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.54,0.7599999999999998,1.9675947971117045,58,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.9774686019999999,15949.9,1.9774686019999999,15949.9,1.808899232,1.808899232,2.659886367,0.65,55.0,0.87,18.94,9.03
417,-2.59,-6.39,0.31999999999999984,1.0300000000000002,1.9775218210672485,1.808899232,3.8,-5152.463718084223,8.796330000000003,5.765205219000003,18.273948861915766,3.1500000000000004,5.9897904869356955,9.85735803957308,15.847148526508773,32.447036608026714,20.18294058602588,12.264096022000835,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.45,5.305289473684212,3.8,7.787789473684208,3.2977894736842113,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.34999999999999964,0.5999999999999999,1.9675947971117045,58,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,1.9774686019999999,15949.9,1.9774686019999999,15949.9,1.808899232,1.808899232,2.257052621,0.65,51.0,0.87,15.07,6.67
434,-2.35,-6.29,0.25,0.7800000000000002,2.1677370561396545,2.227281627,3.94,-5545.566787719013,11.33055,5.294838674000001,21.969388468845,2.9,2.7032955920274753,7.322658015526723,10.025953607554195,18.89892255023966,13.803210359267874,5.09571219097179,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.2,4.736649746192893,3.94,7.142899746192894,2.8228997461928933,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,0.7400000000000002,1.38,2.770906837872789,58,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.1676787179999994,17484.1,2.1676787179999994,17484.1,2.227281627,2.227281627,2.364060892,0.65,68.0,0.89,10.84,6.56
441,-2.75,-6.33,0.48,0.6799999999999997,1.75166137671097,2.46709604,3.58,-5325.7086456599845,0.92355,5.821213393,15.752898215053694,3.09,5.517483362398774,13.665856851818154,19.183340214216926,38.529738820254686,27.44787348687676,11.081865333377936,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.3313950605038682,0.283931444,4.18,-17879.618020185568,2.20141,12.985482327,50.146237991126526,3.39,5.757430167597764,3.58,8.251180167597767,3.7111801675977656,4.18,6.2102930622009564,2.1602930622009566,3.924043062200957,0.1900000000000004,0.79,1.9569550343782909,61,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,1.751614236,14128.2,1.751614236,14128.2,2.46709604,2.46709604,1.818247616,0.65,62.0,0.83,5.4,2.8
451,-2.75,-6.33,0.48,0.6799999999999997,1.75166137671097,2.46709604,3.58,-5325.7086456599845,0.92355,5.821213393,15.752898215053694,2.8,6.967194681231388,13.665856851818154,20.63305153304954,37.55215379015016,24.871859470309037,12.680294319841122,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.1,5.757430167597764,3.58,8.251180167597767,3.7111801675977656,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.4800000000000004,0.92,1.9569550343782909,61,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.751614236,14128.2,1.751614236,14128.2,2.46709604,2.46709604,2.659886367,0.65,63.0,0.79,18.6,9.3
469,-2.75,-6.28,0.23,0.75,1.7904309660781592,2.632835207,3.53,-5052.29032164935,5.77321,5.925281602,17.414443315353605,2.9000000000000004,7.277138842750522,12.95471165840462,20.23185050115514,38.13703819467744,24.41963147609271,13.717406718584735,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.2,5.774851274787537,3.53,8.252976274787535,3.737976274787536,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.3300000000000001,0.7000000000000002,0.8572079142331831,60,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,1.7903827819999998,14440.9,1.7903827819999998,14440.9,2.632835207,2.632835207,2.6916976910000003,0.65,63.0,0.68,21.8,9.3
505,-2.76,-6.54,0.2999999999999998,0.8700000000000001,1.8764630033723464,1.3444608969999998,3.78,-4552.27094258724,3.84374,5.438362505999999,18.355276188191226,2.9800000000000004,5.9897904869356955,11.421883052649731,17.411673539585422,33.72641164617697,22.12418747298253,11.602224173194443,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.28,5.720238095238097,3.78,8.281488095238096,3.6314880952380952,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5,0.7699999999999998,1.0639177575452057,53,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,1.8764125040000001,15134.8,1.8764125040000001,15134.8,1.3444608969999998,1.3444608969999998,2.257052621,0.65,70.0,0.82,24.9,14.3
527,-2.59,-6.34,0.3699999999999997,0.8100000000000005,1.9545229121206107,1.663545645,3.75,-5174.643973649508,8.57998,5.8807179010000015,24.825607570285843,3.1500000000000004,5.9897904869356955,10.184049842333918,16.173840329269613,33.11593807417954,20.8518420521787,12.264096022000835,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.45,5.316326666666667,3.75,7.783201666666668,3.3182016666666665,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.2999999999999998,0.5999999999999999,1.487542428269188,56,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,1.954470312,15764.4,1.954470312,15764.4,1.663545645,1.663545645,2.257052621,0.65,45.11,0.95,8.2,3.53
535,-2.35,-6.65,0.48,0.7399999999999993,2.434078059908748,2.937332478,4.300000000000002,-5609.17259263791,2.40521,4.084531018,13.003985426564247,3.3000000000000003,7.277138842750522,4.6046067500538514,11.881745592804373,25.48634429656538,9.87688147886551,15.609462817699873,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.6916976910000003,3.9,-11533.103933002294,13.02707,8.566758652999999,24.18064733284576,3.6,4.709302325581395,4.300000000000002,7.228052325581398,2.728052325581395,3.9,6.3463141025641026,2.346314102564102,4.102564102564102,0.7000000000000002,0.3000000000000003,2.0362835653803653,42,2.16847219,17490.5,2.16847219,17490.5,2.6916976910000003,2.434012554,19632.3,2.434012554,19632.3,2.937332478,2.937332478,2.6916976910000003,0.65,64.0,1.0,13.7,8.77
571,-2.8,-6.65,0.3299999999999996,0.96,2.0430842094822457,2.353082615,3.850000000000001,-6412.949112550391,1.49556,6.820534342999999,23.23173027279785,2.9400000000000004,5.9897904869356955,8.873726041172038,14.86351652810773,28.40418008521388,16.957690464679764,11.446489620534114,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.24,5.7988636363636346,3.850000000000001,8.401988636363637,3.6769886363636353,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.6100000000000003,0.8099999999999998,0.4901103381160167,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.043029226,16478.7,2.043029226,16478.7,2.353082615,2.353082615,2.257052621,0.65,76.0,0.85,25.5,16.5
588,-2.51,-6.66,0.5499999999999998,0.5499999999999998,2.027053164054751,1.115388543,4.15,-6116.154144426905,1.49537,3.948036874,21.49735527003627,2.74,2.7032955920274753,9.109474350185367,11.812769942212842,21.038543267081074,16.22397381768014,4.814569449400933,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.04,5.065596385542168,4.15,7.61747138554217,3.032471385542169,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,1.1100000000000003,1.5399999999999998,0.6909530581806897,51,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.32270331,18734.5,2.026998612,16349.4,0.008061014,1.115388543,2.364060892,0.65,65.0,0.88,16.49,9.46
607,-2.52,-6.26,0.26000000000000023,0.6400000000000006,1.9551180321364807,2.5211645380000003,3.74,-6141.9494946516625,1.65325,4.370441892,15.439755677634576,2.9100000000000006,11.470004624998436,10.184049842333918,21.654054467332355,40.958644024959156,19.26313027677461,21.69551374818455,-2.12,-5.73,0.13000000000000012,0.21,1.8744296766514577,1.631072887,3.61,-9935.390340808997,2.16526,8.256423152,42.729011551267,3.2100000000000004,5.152967914438502,3.74,7.581717914438504,3.191717914438503,3.61,6.455611149584488,2.5306111495844874,4.267486149584489,0.5299999999999994,0.3999999999999999,1.915443570746696,48,2.05503049,16575.5,1.874379232,15118.4,1.631072887,1.9550654159999998,15769.2,1.9550654159999998,15769.2,2.5211645380000003,2.5211645380000003,1.759389755,0.65,63.0,1.02,17.2,11.1
610,-2.52,-6.26,0.26000000000000023,0.6400000000000006,1.9551180321364807,2.5211645380000003,3.74,-6141.9494946516625,1.65325,4.370441892,15.439755677634576,2.73,2.7032955920274753,10.184049842333918,12.887345434361393,22.86859447327429,18.071596445221537,4.796998028052754,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.7853530230000003,12.016106901188259,3.03,5.152967914438502,3.74,7.581717914438504,3.191717914438503,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,0.71,1.55,1.915443570746696,48,2.686187874,21666.3,2.686187874,21666.3,2.364060892,1.9550654159999998,15769.2,1.9550654159999998,15769.2,2.5211645380000003,2.5211645380000003,2.364060892,0.65,62.0,0.76,12.1,6.0
637,-2.52,-6.75,0.02000000000000001,0.5800000000000001,2.4121082126562188,0.847015202,4.23,-3997.320800974769,1.50666,4.5993138380000005,13.032447119431787,3.22,5.9897904869356955,4.812673989073017,10.802464476008714,22.609558148286236,10.072926659129825,12.536631489156411,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.52,5.07877659574468,4.23,7.66065159574468,3.025651595744681,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.71,0.53,0.8658924482311195,56,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.4120432979999995,19455.1,2.4120432979999995,19455.1,0.847015202,0.847015202,2.257052621,0.65,77.3,0.816,25.05,15.82
649,-2.83,-6.39,0.41000000000000014,0.6699999999999999,1.7392010513786946,2.504194452,3.56,-5401.44226700062,4.90574,5.9883107110000005,16.336839413373042,2.72,6.967194681231388,13.909756510259644,20.87695119149103,36.910449706556136,24.59244951013905,12.31800019641709,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.02,5.9696910112359545,3.56,8.497191011235955,3.8871910112359553,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.54,1.0,1.2322640717178746,63,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.739154246,14027.7,1.739154246,14027.7,2.504194452,2.504194452,2.659886367,0.65,66.0,0.8,18.28,9.65
671,-2.44,-6.61,0.21,0.7299999999999995,2.219896845863916,1.714461555,4.17,-3514.231583290356,7.34346,5.28986924,17.498999972179515,3.11,6.967194681231388,6.700430157058418,13.667624838289804,27.62910361060284,13.54491956249359,14.084184048109247,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.41,4.910221822541968,4.17,7.433346822541967,2.9083468225419664,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7600000000000007,0.6099999999999999,1.046692754176989,54,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.219837104,17904.8,2.219837104,17904.8,1.714461555,1.714461555,2.659886367,0.65,66.0,0.94,15.81,10.06
693,-2.8,-6.6,0.3299999999999996,0.8500000000000005,2.0250818290021817,2.549507377,3.8,-4550.317798436071,4.48977,6.5824804650000015,20.382502293057886,2.75,6.967194681231388,9.156760655207199,16.123955336438588,28.82157016388397,16.36770967118287,12.453860492701105,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.05,5.8131578947368405,3.8,8.40065789473684,3.700657894736841,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.75,0.9699999999999998,0.9331174796445028,59,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.02502733,16333.5,2.02502733,16333.5,2.549507377,2.549507377,2.659886367,0.65,57.4,0.74,22.7,9.9
703,-2.8,-6.6,0.3299999999999996,0.8500000000000005,2.0250818290021817,2.549507377,3.8,-4550.317798436071,4.48977,6.5824804650000015,20.382502293057886,2.9400000000000004,5.9897904869356955,9.156760655207199,15.146551142142894,28.945059232635067,17.49856961210096,11.446489620534114,-1.99,-6.04,0.18999999999999995,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.24,5.8131578947368405,3.8,8.40065789473684,3.700657894736841,4.05,6.240927469135803,2.2259274691358018,3.9803024691358018,0.5599999999999996,0.8099999999999998,0.9331174796445028,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.02502733,16333.5,2.02502733,16333.5,2.549507377,2.549507377,2.257052621,0.65,68.5,0.83,25.2,14.8
705,-2.95,-6.61,0.46,0.6299999999999999,1.84716574092442,2.924479901,3.66,-7163.6002660798185,12.01222,6.774771697,18.434869742804846,2.89,5.517483362398774,11.963540115595396,17.481023477994167,32.83810260341204,22.473510107145948,10.364592496266091,-1.96,-6.14,0.1299999999999999,0.11000000000000032,2.3313950605038682,0.283931444,4.18,-17879.618020185568,2.20141,12.985482327,50.146237991126526,3.1899999999999995,6.2427322404371575,3.66,8.861482240437159,4.081482240437159,4.18,6.2102930622009564,2.1602930622009566,3.924043062200957,0.4700000000000006,0.9900000000000002,1.6732624108251468,61,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,1.84711603,14898.5,1.84711603,14898.5,2.924479901,2.924479901,1.818247616,0.65,66.0,0.75,21.0,10.5
715,-2.95,-6.61,0.46,0.6299999999999999,1.84716574092442,2.924479901,3.66,-7163.6002660798185,12.01222,6.774771697,18.434869742804846,2.6,6.967194681231388,11.963540115595396,18.930734796826783,31.992941806637262,20.218382795356213,11.774559011281044,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,2.8999999999999995,6.2427322404371575,3.66,8.861482240437159,4.081482240437159,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7600000000000007,1.12,1.6732624108251468,61,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.84711603,14898.5,1.84711603,14898.5,2.924479901,2.924479901,2.659886367,0.65,69.0,0.63,23.2,10.2
737,-2.14,-6.36,0.18000000000000016,0.6999999999999993,2.1417129537790123,0.826727423,4.2200000000000015,-5618.594206051112,7.19935,5.034594257,26.12452475817328,3.41,6.967194681231388,7.5917602166267795,14.558954897858165,32.26992353110262,16.827136520153257,15.442787010949367,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,3.71,4.2802132701421804,4.2200000000000015,6.6689632701421795,2.4189632701421804,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.5100000000000007,0.31000000000000005,1.5061136283267351,60,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,2.141655316,17274.2,2.141655316,17274.2,0.826727423,0.826727423,2.659886367,0.65,66.0,1.14,13.28,10.0
759,-2.87,-6.41,0.46,0.6799999999999997,1.7425981948026186,2.74017689,3.54,-6842.7664496144835,5.62737,6.415181531,17.789749669384786,2.68,6.967194681231388,13.861217639774127,20.82841232100552,36.28309426319161,24.146241128486533,12.136853134705074,-1.83,-5.85,0.16000000000000014,0.29000000000000004,2.1962656219004164,0.241128707,4.02,-15122.809191764587,2.34005,12.751957815,44.747319950918076,2.9799999999999995,6.081807909604522,3.54,8.623057909604519,3.9830579096045193,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.5600000000000005,1.04,1.0362347854898373,63,2.625226908,21174.6,2.1962065159999997,17714.2,0.241128707,1.7425512980000002,14055.1,1.7425512980000002,14055.1,2.74017689,2.74017689,2.659886367,0.65,67.0,0.76,23.77,12.1
