Acceptor,Acc HOMO (eV),Acc calc LUMO (eV),Acc fund bandgap (eV),Acc Ehomo - Ehomo-1,Acc Elumo+1 - Elumo,ElectroIndex
SeTIC,-5.52475471808655,-3.774506751413271,1.750247966673279,0.7023258481405001,0.2357322286881498,12.352001762711748
SeTIC4Cl,-5.697519801769,-3.8930539219832436,1.8044658797857567,0.6584883068249496,0.25200463694804975,12.743259013804074
TPIC-4Cl,-5.6424711698128505,-3.7967808305944413,1.8456903392184092,0.7109790685863997,0.3101825781849499,12.068584371109056
TPIC-4F,-5.65558705740695,-3.7801779123960397,1.8754091450109103,0.7080130276159506,0.31015536679989975,11.86856489452109
TPIC,-5.45922970288615,-3.6836891355384016,1.7755405673477482,0.7281222411679007,0.29113460864994956,11.77007250964805
Y1-4F,-5.68981897979985,-3.829312631853014,1.8605063479468358,0.6348960359865998,0.27358326529270016,12.175968485671373
Y1,-5.4446444004993495,-3.789181694687011,1.6554627058123383,0.6184875708014506,0.2537733769763002,12.876089575558519
Y11,-5.638634364520801,-3.799006810464066,1.8396275540567348,0.6274401164828998,0.2592700767563998,12.104226036318492
Y14,-5.52921738523475,-3.6960121680159443,1.8332052172188056,0.6162018144572503,0.24468477436960034,11.60601927034721
Y15,-5.631885941028401,-3.811029464138895,1.8208564768895057,0.6451275167653989,0.26639945963950007,12.242679815911266
Y16,-5.50782923658545,-3.6488602820129445,1.8589689545725054,0.6994958640953008,0.2681137768976507,11.275734693386926
Y2,-5.5449183544086,-3.715197068949366,1.8297212854592342,0.6326102796423996,0.28128408726185006,11.716229451906676
Y5,-5.52437375869585,-3.733694825944412,1.790678932751438,0.7661093346976999,0.20318741216834946,11.966387769219443
Y6,-5.74299002618755,-3.8808223015297436,1.8621677246578061,0.7713883433974003,0.25371895420619994,12.434132878141101
ZY-4Cl,-5.5058700168618495,-3.4207554562587945,2.085114560603055,0.7530750812587508,0.3459111267555999,9.5539885245346
i-cc23,-5.26466829977865,-3.742128129177579,1.5225401706010713,0.8491040591001999,0.16933644916614998,13.320236713464352
i-cc34,-5.3283429407956495,-3.926996481759744,1.4013464590359055,0.8852952012167004,0.2474331242596497,15.281964583840505
o-IO1,-5.449351970113,-3.8444868639832634,1.6048651061297363,0.6713048691835004,0.13564875447425084,13.45524928298448
o-IO2,-5.3686974248248,-3.74322628814557,1.6254711366792303,0.5854529493507501,0.20373163986934983,12.769705945165649
p-IO1,-5.39631698065055,-3.8009118031064117,1.595405177544138,0.6406648496171998,0.14519995062679936,13.255099471185488
p-IO2,-5.3735410513637,-3.724165927380364,1.6493751239833365,0.5904870555850001,0.13330857535994944,12.545398415976814
