,sTDDFTLUMO,sTDDFTHOMO,sTDDFTdeltaLUMO,sTDDFTdeltaHOMO,sTDDFToptbg,sTDDFToscs,sTDDFTfundbg,sTDDFTsinglepointenergy,sTDDFTdipolemoment,sTDDFTsummedoscs,sTDDFTabsFOM,sTDDFTScharberVoc,sTDDFTScharberJscDon,sTDDFTScharberJscAcc,sTDDFTScharberJscTot,sTDDFTScharberPCETot,sTDDFTScharberPCEAcc,sTDDFTScharberPCEDon,donsTDDFTLUMO,donsTDDFTHOMO,donsTDDFTdeltaLUMO,donsTDDFTdeltaHOMO,donsTDDFToptbg,donsTDDFToscs,donsTDDFTfundbg,donsTDDFTsinglepointenergy,donsTDDFTdipolemoment,donsTDDFTsummedoscs,donsTDDFTabsFOM,sTDDFTDHomoALumoOffset,sTDDFTaccElectrophilicity,sTDDFTAccChemHard,sTDDFTAccElectrodonating,sTDDFTAccElectroaccepting,sTDDFTDonChemHard,sTDDFTDonElectrodonating,sTDDFTDonElectroaccepting,sTDDFTdonElectrophilicity,sTDDFTHOMOoffset,sTDDFTLUMOoffset,Planarity,PiSystemSize,sTDDFTdonlowestengtranseV,sTDDFTdonlowestengtranswavenumber,sTDDFTdonfirstengtranseV,sTDDFTdonfirstengtranswavenumber,sTDDFTdonfirstoscs,sTDDFTacclowestengtranseV,sTDDFTacclowestengtranswavenumber,sTDDFTaccfirstengtranseV,sTDDFTaccfirstengtranswavenumber,sTDDFTaccfirstoscs,sTDDFTacchighestoscsunderten,sTDDFTdonhighestoscsunderten,ScharberFF,ExperimentalFF,ExperimentalVoc,ExperimentalJsc,ExperimentalPCE
380,-2.59,-6.55,0.1799999999999997,0.9699999999999998,2.1260662566951,2.204410132,3.96,-10670.19547075848,8.07442,6.791284734,21.33882268298585,2.96,6.967194681231387,7.823512322242733,14.79070700347412,28.457320274684207,15.052437707995018,13.404882566689189,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.26,5.273964646464647,3.96,7.806464646464645,3.2364646464646465,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7000000000000002,0.7599999999999998,1.2426860079418665,65,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.12600904,17148.0,2.12600904,17148.0,2.204410132,2.204410132,2.659886367,0.65,71.0,0.86,24.71,15.22
402,-2.56,-6.54,0.2099999999999999,0.9500000000000002,2.1388613370363023,2.344992327,3.98,-5523.466007500807,7.61001,6.809155565,20.806280005124936,2.99,6.967194681231387,7.637012876408442,14.604207557639828,28.383277388273005,14.842534525299808,13.5407428629732,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.29,5.201633165829145,3.98,7.725383165829146,3.175383165829145,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.6900000000000004,0.73,1.2240959663216644,65,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.138803776,17251.2,2.138803776,17251.2,2.344992327,2.344992327,2.659886367,0.65,73.0,0.89,22.25,14.51
425,-2.77,-6.68,0.2400000000000002,0.9400000000000004,2.0788038087681016,2.29229075,3.91,-8978.223582072082,2.60258,6.233342445999999,19.41082165791824,2.97,5.989790486935695,8.409595891909474,14.399386378845168,27.7980154043606,16.23472486933124,11.56329053502936,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.27,5.70987851662404,3.91,8.31675351662404,3.591753516624041,4.05,6.240927469135802,2.225927469135802,3.980302469135802,0.6399999999999997,0.78,1.5429666768627524,59,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.078747864,16766.8,2.078747864,16766.8,2.29229075,2.29229075,2.257052621,0.65,75.61,0.822,27.48,17.08
446,-2.89,-6.64,0.3999999999999999,0.92,1.8946637571910332,2.025705507,3.75,-5798.485012735726,7.21986,5.400900098,20.56165253947636,2.66,6.967194681231387,11.146872107054344,18.114066788285733,31.31922147694603,19.27294187309696,12.046279603849069,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,2.9599999999999995,6.054726666666667,3.75,8.671601666666666,3.9066016666666665,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.79,1.06,1.061169743971015,52,2.625226908,21174.6,2.196206516,17714.2,0.241128707,1.894612768,15281.6,1.894612768,15281.6,2.025705507,2.025705507,2.659886367,0.65,66.8,0.65,21.3,9.28
468,-2.89,-6.7,0.4399999999999999,0.8799999999999999,1.9960449315611977,2.935595252,3.81,-4357.187157745203,4.42143,5.625751201000001,13.094550271565687,2.66,6.967194681231387,9.57986996379594,16.547064645027326,28.609874771252247,16.56359516740318,12.046279603849069,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,2.9599999999999995,6.034652230971128,3.81,8.670277230971129,3.875277230971129,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.8500000000000005,1.06,0.9716755004274242,52,2.625226908,21174.6,2.196206516,17714.2,0.241128707,1.995991214,16099.3,1.995991214,16099.3,2.935595252,2.935595252,2.659886367,0.65,69.6,0.68,20.1,9.47
502,-2.65,-6.75,0.1599999999999997,0.8799999999999999,2.205155227137473,1.523630691,4.1,-6986.081113082906,7.84882,5.622715674,19.535456899272145,3.0000000000000004,7.277138842750522,6.877276593556642,14.154415436307165,27.601110100798973,13.410689357435452,14.19042074336352,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.691697691,3.9,-11533.103933002296,13.02707,8.566758652999999,24.18064733284576,3.3000000000000003,5.387804878048782,4.1,7.994054878048781,3.2940548780487804,3.9,6.346314102564103,2.346314102564102,4.102564102564102,0.7999999999999998,0.6000000000000001,1.6904670029802522,52,2.16847219,17490.5,2.16847219,17490.5,2.691697691,2.205095882,17785.9,2.205095882,17785.9,1.523630691,1.523630691,2.691697691,0.65,66.0,0.72,19.2,9.16
509,-2.48,-6.37,0.2099999999999999,0.6699999999999999,2.077055643721484,2.143134304,3.89,-6141.964149374202,3.90939,4.469604515,17.91275396318197,2.77,2.703295592027475,8.409595891909474,11.112891483936949,20.00876111682848,15.141477403383009,4.8672837134454685,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.785353023,12.01610690118826,3.07,5.033579691516708,3.89,7.48920469151671,3.0642046915167085,4.58,4.2366866812227055,0.9766866812227076,2.320436681222707,0.8200000000000003,1.51,1.915443570746696,48,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.076999746,16752.7,2.076999746,16752.7,2.143134304,2.143134304,2.364060892,0.65,62.0,0.76,12.1,6.0
527,-2.48,-6.37,0.2099999999999999,0.6699999999999999,2.077055643721484,2.143134304,3.89,-6141.964149374202,3.90939,4.469604515,17.91275396318197,2.9500000000000006,11.470004624998436,8.409595891909474,19.87960051690791,38.119133991170926,16.12540012273642,21.993733868434504,-2.12,-5.73,0.1300000000000001,0.2099999999999999,1.8744296766514577,1.631072887,3.61,-9935.390340808995,2.16526,8.256423152,42.729011551267,3.2500000000000004,5.033579691516708,3.89,7.48920469151671,3.0642046915167085,3.61,6.455611149584488,2.5306111495844874,4.267486149584488,0.6399999999999997,0.3599999999999999,1.915443570746696,48,2.05503049,16575.5,1.874379232,15118.4,1.631072887,2.076999746,16752.7,2.076999746,16752.7,2.143134304,2.143134304,1.759389755,0.65,63.0,1.02,17.2,11.1
535,-2.71,-6.91,0.25,0.6699999999999999,2.3231749652846654,2.790367994,4.2,-3910.813798275829,3.01191,5.865610612,14.661113898370347,3.03,5.989790486935695,5.601131933192955,11.59092242012865,22.828321706443376,11.031429342423529,11.796892364019852,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.508595238095239,4.2,8.17609523809524,3.366095238095238,4.05,6.240927469135802,2.225927469135802,3.980302469135802,0.8700000000000001,0.72,1.0562954895675865,54,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.3231124439999995,18737.8,2.3231124439999995,18737.8,2.790367994,2.790367994,2.257052621,0.65,74.1,0.941,18.54,12.93
578,-2.52,-6.74,0.2400000000000002,0.6799999999999997,2.3014778813727435,2.197822234,4.220000000000001,-3514.246167642906,7.70627,5.494194178000001,16.26900130417567,3.03,6.967194681231387,5.819921633354752,12.78711631458614,25.1842255815774,11.462335656892185,13.721889924685216,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.33,5.079834123222748,4.220000000000001,7.658584123222747,3.0285841232227484,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.8900000000000006,0.69,1.046692754176989,54,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.3014159439999995,18562.8,2.3014159439999995,18562.8,2.197822234,2.197822234,2.659886367,0.65,66.0,0.94,15.81,10.06
601,-2.68,-6.91,0.2000000000000001,0.5999999999999996,2.3090904582424123,1.943186638,4.23,-4061.110705432547,9.48343,5.656500673,19.00334391148628,3.06,5.989790486935695,5.7760363966168455,11.76582688355254,23.402229671386003,11.488536392870907,11.913693278515098,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.36,5.435466903073285,4.23,8.097341903073286,3.302341903073286,4.05,6.240927469135802,2.225927469135802,3.980302469135802,0.8700000000000001,0.6900000000000002,1.5240269143617209,56,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.309028316,18624.2,2.309028316,18624.2,1.943186638,1.943186638,2.257052621,0.65,77.0,0.878,22.26,15.05
622,-2.71,-6.61,0.2299999999999999,0.92,2.0389679627058124,1.634962525,3.9,-5808.088734059994,6.59778,6.348473984,22.94214436189519,2.84,6.967194681231387,8.968368954529437,15.935563635760824,29.41705047161448,16.55560909006134,12.86144138155314,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.14,5.568102564102564,3.9,8.141852564102566,3.4818525641025637,4.02,5.839309701492535,1.9993097014925372,3.668059701492538,0.7600000000000007,0.8799999999999999,1.6091598249906132,59,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.03891309,16445.5,2.03891309,16445.5,1.634962525,1.634962525,2.659886367,0.65,73.0,0.79,25.82,15.12
645,-2.83,-6.93,0.4599999999999999,0.8799999999999999,2.0929751041460025,1.310680335,4.1,-3762.071672952882,7.00784,4.891391091,19.01764311809694,2.91,5.989790486935695,8.22798954360428,14.217780030539975,26.892930927766365,15.563242221727496,11.329688706038867,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.21,5.80839024390244,4.1,8.504640243902438,3.62464024390244,4.05,6.240927469135802,2.225927469135802,3.980302469135802,0.8899999999999997,0.8400000000000001,2.20332331446034,48,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.092918778,16881.1,2.092918778,16881.1,1.310680335,1.310680335,2.257052621,0.65,61.0,0.736,17.49,7.81
667,-2.59,-6.77,0.4499999999999997,0.8800000000000008,2.1787095814322552,1.455305827,4.18,-3365.508841181284,7.29137,4.698019663,16.459711065542468,3.1500000000000004,5.989790486935695,7.189409717688991,13.179200204624683,26.984412418969047,14.720316396968212,12.264096022000835,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.45,5.239808612440191,4.18,7.841058612440191,3.161058612440191,4.05,6.240927469135802,2.225927469135802,3.980302469135802,0.7299999999999995,0.5999999999999999,2.309182830935953,48,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.178650948,17572.6,2.178650948,17572.6,1.455305827,1.455305827,2.257052621,0.65,59.0,0.905,14.55,7.8
682,-2.71,-6.93,0.4599999999999999,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.402625981641,3.56448,5.100503454,13.988175981839614,2.92,4.731442027845098,5.7760363966168455,10.507478424461944,19.94319404962877,10.962917080778771,8.980276968849996,-1.79,-5.93,0.1799999999999999,0.1600000000000001,2.41969599285856,5.075779484,4.14,-9410.312718462876,11.64466,8.78473932,21.1573063542578,3.22,5.505308056872039,4.22,8.179058056872039,3.3590580568720374,4.14,5.7876871980676325,1.927687198067633,3.598937198067633,1.0,0.92,0.9205276209576624,48,2.419630874,19516.3,2.419630874,19516.3,5.075779484,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,5.075779484,0.65,71.8,0.84,20.8,12.5
689,-2.71,-6.93,0.4599999999999999,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.402625981641,3.56448,5.100503454,13.988175981839614,3.03,5.989790486935695,5.7760363966168455,11.76582688355254,23.17279604715673,11.375903683136878,11.796892364019852,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.505308056872039,4.22,8.179058056872039,3.3590580568720374,4.05,6.240927469135802,2.225927469135802,3.980302469135802,0.8899999999999997,0.72,0.9205276209576624,48,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,2.257052621,0.65,69.0,0.97,17.8,11.9
695,-2.71,-6.93,0.4599999999999999,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.402625981641,3.56448,5.100503454,13.988175981839614,2.96,5.048874370412561,5.7760363966168455,10.824910767029406,20.82712831576458,11.113094027090812,9.714034288673767,-1.77,-5.97,0.1100000000000001,0.1100000000000003,2.382513390200357,0.842805392,4.199999999999999,-17967.99590191805,2.24224,13.443344381000005,40.16131844440884,3.26,5.505308056872039,4.22,8.179058056872039,3.3590580568720374,4.199999999999999,5.763428571428572,1.893428571428572,3.565928571428572,0.96,0.94,0.9205276209576624,48,2.541490816,20499.2,2.382449272,19216.4,0.842805392,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,3.447543414,0.65,73.2,0.834,16.98,10.37
697,-2.71,-6.93,0.4599999999999999,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.402625981641,3.56448,5.100503454,13.988175981839614,3.13,5.048874370412561,5.7760363966168455,10.824910767029406,22.02328095552133,11.751346048916972,10.271934906604356,-1.92,-6.14,0.25,0.2600000000000007,2.381881075183496,4.076802804,4.22,-9402.575206581614,5.65723,5.183854525,6.835136982728329,3.43,5.505308056872039,4.22,8.179058056872039,3.3590580568720374,4.22,6.127304502369666,2.097304502369668,3.848554502369668,0.79,0.79,0.9205276209576624,48,2.3818169739999995,19211.3,2.3818169739999995,19211.3,4.076802804,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,4.076802804,0.65,65.8,0.95,15.2,9.44
711,-2.75,-6.6,0.2400000000000002,0.8500000000000005,1.937574390001984,1.269538151,3.85,-4552.283930277007,4.08556,5.447335608,18.59720540661436,2.99,5.989790486935695,10.426326558476775,16.41611704541247,31.904723477759138,20.26356566639961,11.641157811359523,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.29,5.676785714285715,3.85,8.254910714285714,3.5799107142857145,4.05,6.240927469135802,2.225927469135802,3.980302469135802,0.5599999999999996,0.76,1.0639177575452057,53,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,1.937522246,15627.7,1.937522246,15627.7,1.269538151,1.269538151,2.257052621,0.65,70.0,0.82,24.9,14.3
766,-2.37,-6.73,0.4400000000000001,0.7399999999999993,2.4887051180321365,2.938693495,4.36,-5609.190346211872,2.19143,4.070999575999999,13.007532659931975,3.28,7.277138842750522,4.155882326876856,11.433021169627375,24.375201133645568,8.86034112090146,15.514860012744114,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.691697691,3.9,-11533.103933002296,13.02707,8.566758652999999,24.18064733284576,3.58,4.7482798165137625,4.36,7.295779816513763,2.745779816513761,3.9,6.346314102564103,2.346314102564102,4.102564102564102,0.7800000000000002,0.3200000000000003,2.0362835653803653,42,2.16847219,17490.5,2.16847219,17490.5,2.691697691,2.488638142,20072.9,2.488638142,20072.9,2.938693495,2.938693495,2.691697691,0.65,64.0,1.0,13.7,8.77
