,Acceptor,donor,AccHOMO,AccCalcLUMO,AccFundBg,AccOptBg,AccEnergyTransitioneV,AccTriplet,AccDeltaHOMO,AccDeltaLUMO,DeltaDipMom,GSDipMom,AccEnergyTransitionWavenumber,AccOscStr,AccSumOscStr,AccElectroIndex,DonHOMO,DonCalcLUMO,DonFundBg,DonEnergyTransitioneV,DonDeltaHOMO,DonDeltaLUMO,DonEnergyTransitionWavenumber,DonOscStr,DonSumOscStr,AbsFOM,LUMOOffset,HOMOOffset,DHomoALumoOffset,DonNucleoIndex,AccNucleoIndex,DonElectroIndex,AccChemHard,AccElectrodonating,AccElectroaccepting,DonChemHard,DonElectrodonating,DonElectroaccepting,acc_first_oscs,acc_highest_oscs_under_ten,acc_lowest_transition_eV,acc_lowest_transition_wavenumber,don_first_oscs,don_highest_oscs_under_ten,don_lowest_transition_eV,don_lowest_transition_wavenumber,PiSystemSize,Planarity,Polarizability,sTDDFTLUMO,sTDDFTHOMO,sTDDFTdeltaLUMO,sTDDFTdeltaHOMO,sTDDFToptbg,sTDDFToscs,sTDDFTfundbg,sTDDFTsinglepointenergy,sTDDFTdipolemoment,sTDDFTsummedoscs,sTDDFTabsFOM,sTDDFTScharberVoc,sTDDFTScharberJscDon,sTDDFTScharberJscAcc,sTDDFTScharberJscTot,sTDDFTScharberPCETot,sTDDFTScharberPCEAcc,sTDDFTScharberPCEDon,donsTDDFTLUMO,donsTDDFTHOMO,donsTDDFTdeltaLUMO,donsTDDFTdeltaHOMO,donsTDDFToptbg,donsTDDFToscs,donsTDDFTfundbg,donsTDDFTsinglepointenergy,donsTDDFTdipolemoment,donsTDDFTsummedoscs,donsTDDFTabsFOM,sTDDFTDHomoALumoOffset,sTDDFTaccElectrophilicity,sTDDFTdonElectrophilicity,sTDDFTDonNucleoIndex,sTDDFTAccNucleoIndex,sTDDFTAccChemHard,sTDDFTAccElectrodonating,sTDDFTAccElectroaccepting,sTDDFTDonChemHard,sTDDFTDonElectrodonating,sTDDFTDonElectroaccepting,sTDDFTdonlowestengtranseV,sTDDFTdonlowestengtranswavenumber,sTDDFTdonfirstengtranseV,sTDDFTdonfirstengtranswavenumber,sTDDFTdonfirstoscs,sTDDFTacclowestengtranseV,sTDDFTacclowestengtranswavenumber,sTDDFTaccfirstengtranseV,sTDDFTaccfirstengtranswavenumber,sTDDFTaccfirstoscs,sTDDFTacchighestoscsunderten,sTDDFTdonhighestoscsunderten,sTDDFTHOMOoffset,sTDDFTLUMOoffset,ScharberJsclowestoptbg,ScharberVoc,ImamuraVoc,ScharberJscDon,ScharberJscAcc,ScharberTotalJsc,ImamuraJscDon,ImamuraJscAcc,ImamuraTotalJsc,ScharberFF,ImamuraFF,ScharberPCEtotal,ScharberPCEacc,ScharberPCEdon,ScharberPCElowestoptbg,ImamuraPCEtotal,ImamuraPCEacc,ImamuraPCEdon,AlharbiVocDon,AlharbiVocAcc,AlharbiFFDon,AlharbiFFAcc,AlharbiPCEAcc,AlharbiPCEDon,ExperimentalFF,ExperimentalVoc,ExperimentalJsc,ExperimentalPCE
61,BTCIC-4Cl,PBDB-T-2Cl,-5.70717984346175,-4.006599601446277,1.700580242015473,1.7005802420154732,1.7005802420154732,1.159,0.4665936194523503,0.3301829461966994,0.6276696858384004,12.761904552326111,13716.2,3.123668819,6.39994214,13.87137001434408,-5.3105194835879,-2.8813883588110696,2.42913112477683,2.42913112477683,0.3627277627165002,0.2762227696425499,19592.4,1.073636459,3.690165444,45.823571506358206,1.1252112426352077,0.3966603598738505,1.3039198821416225,0.1447907554940406,0.0720909325442203,6.906518282799888,1.700580242015473,16.406101140697047,11.549211418243038,2.42913112477683,9.106315938698184,5.010362017498698,3.123668819,3.123668819,1.700591988194265,13716.2,1.073636459,1.073636459,2.429147903172695,19592.4,61,1.6732624108251464,959.271691,-2.87,-6.73,0.33,0.5399999999999991,2.0148780003967466,2.628156819,3.86,-7163.609837101599,11.314,6.787087049,21.50494231551519,2.97,5.517483362398773,9.296379238008514,14.813862600407289,28.598161750086263,17.946660118975437,10.651501631110827,-1.96,-6.14,0.1299999999999999,0.1100000000000003,2.331395060503868,0.283931444,4.18,-17879.61802018557,2.20141,12.985482327,50.14623799112652,3.27,5.968911917098446,3.924043062200957,0.2548392013412589,0.1675347222222222,3.86,8.610161917098447,3.810161917098445,4.18,6.2102930622009564,2.160293062200957,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,2.014823776,16251.2,2.014823776,16251.2,2.628156819,2.628156819,1.818247616,0.5900000000000007,0.91,14.624659568876067,1.0039198821416224,1.0039198821416224,4.646425082474601,14.624659568876067,19.27108465135067,6.076094338620624,19.124554820837908,25.20064915945853,65.0,70.0,12.575306270751376,9.54329123198582,3.0320150387655573,9.54329123198582,17.70960291383919,13.439664575222611,4.269938338616577,1.731173125528477,1.0730128988848735,84.88984728119378,77.68943281554436,12.191374125137877,6.828340870477663,66.0,0.75,21.0,10.5
63,BTCIC-4Cl,PBDB-T,-5.70717984346175,-4.006599601446277,1.700580242015473,1.7005802420154732,1.7005802420154732,1.159,0.4665936194523503,0.3301829461966994,0.6276696858384004,12.761904552326111,13716.2,3.123668819,6.39994214,13.87137001434408,-5.0676578720166505,-3.015882430635972,2.0517754413806784,2.0517754413806784,0.1565470981926493,0.1861802965120995,16548.8,1.343741812,5.910814255,70.84725444128078,0.9907171708103052,0.6395219714450997,1.0610582705703733,0.1255991217682024,0.0720909325442203,7.961839110989444,1.700580242015473,16.406101140697047,11.549211418243038,2.0517754413806784,10.110960151738894,6.069190000412581,3.123668819,3.123668819,1.700591988194265,13716.2,1.343741812,1.343741812,2.05178961332069,16548.8,61,1.6732624108251464,959.271691,-2.87,-6.73,0.33,0.5399999999999991,2.0148780003967466,2.628156819,3.86,-7163.609837101599,11.314,6.787087049,21.50494231551519,2.68,6.967194681231387,9.296379238008514,16.263573919239903,28.33114576731591,16.194292632610832,12.136853134705076,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,2.9799999999999995,5.968911917098446,3.668059701492538,0.2726236979166666,0.1675347222222222,3.86,8.610161917098447,3.810161917098445,4.02,5.839309701492535,1.9993097014925372,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.014823776,16251.2,2.014823776,16251.2,2.628156819,2.628156819,2.659886367,0.8800000000000008,1.04,14.624659568876067,0.7610582705703732,0.7610582705703732,8.779289146406708,14.624659568876067,23.403948715282773,11.480608883761152,19.124554820835492,30.60516370459665,65.0,70.0,11.577649676951031,7.234641777460032,4.343007899490999,7.234641777460032,16.30461907168044,10.188430432161349,6.116188639519088,1.391373523883216,1.0730128988848735,81.86874038221555,77.68943281554436,12.191374125137877,10.000488073657753,69.0,0.63,23.2,10.2
67,BTCIC,PBDB-T-2Cl,-5.489924145222551,-3.8315726276665103,1.6583515175560404,1.6583515175560404,1.6583515175560404,1.098,0.4935056792667991,0.3397613537343003,0.796296074965099,4.84341934266186,13375.6,2.888197345,5.176366014999999,13.09889688149981,-5.3105194835879,-2.8813883588110696,2.42913112477683,2.42913112477683,0.3627277627165002,0.2762227696425499,19592.4,1.073636459,3.690165444,40.670862232301126,0.9501842688554408,0.1794046616346509,1.4789468559213894,0.1447907554940406,0.0763423064588245,6.906518282799888,1.6583515175560404,15.532918044569326,10.8721696581248,2.42913112477683,9.106315938698184,5.010362017498698,2.888197345,2.888197345,1.6583629720543014,13375.6,1.073636459,1.073636459,2.429147903172695,19592.4,61,1.9569550343782909,909.743727,-2.71,-6.5,0.3599999999999999,0.5700000000000003,1.9286971830985915,2.41458012,3.79,-5325.726303404575,4.40763,5.997009449,18.141261195449893,3.13,5.517483362398773,10.571468287039032,16.088951649437803,32.73297213078121,21.507652229980916,11.225319900800304,-1.96,-6.14,0.1299999999999999,0.1100000000000003,2.331395060503868,0.283931444,4.18,-17879.61802018557,2.20141,12.985482327,50.14623799112652,3.43,5.595257255936676,3.924043062200957,0.2548392013412589,0.1787227922253227,3.79,8.134632255936676,3.529632255936675,4.18,6.2102930622009564,2.160293062200957,2.5710724439999995,20737.8,2.3313323179999994,18804.1,0.283931444,1.928645278,15556.1,1.928645278,15556.1,2.41458012,2.41458012,1.818247616,0.3600000000000003,0.75,15.468242309836008,1.1789468559213894,1.1789468559213894,4.646425082474601,15.468242309836008,20.114667392310608,6.076094338617639,20.22770148208328,26.30379582070092,65.0,70.0,15.414180522044903,11.853553164577391,3.560627357467514,11.853553164577391,21.707544167129463,16.693169545372953,5.014374621756513,1.731173125528477,1.0345922537381915,84.88984728119378,77.05104502084545,12.330728127884994,6.828340870477663,62.0,0.83,5.4,2.8
69,BTCIC,PBDB-T,-5.489924145222551,-3.8315726276665103,1.6583515175560404,1.6583515175560404,1.6583515175560404,1.098,0.4935056792667991,0.3397613537343003,0.796296074965099,4.84341934266186,13375.6,2.888197345,5.176366014999999,13.09889688149981,-5.0676578720166505,-3.015882430635972,2.0517754413806784,2.0517754413806784,0.1565470981926493,0.1861802965120995,16548.8,1.343741812,5.910814255,65.69454516722367,0.8156901970305381,0.4222662732059001,1.2360852443501402,0.1255991217682024,0.0763423064588245,7.961839110989444,1.6583515175560404,15.532918044569326,10.8721696581248,2.0517754413806784,10.110960151738894,6.069190000412581,2.888197345,2.888197345,1.6583629720543014,13375.6,1.343741812,1.343741812,2.05178961332069,16548.8,61,1.9569550343782909,909.743727,-2.71,-6.5,0.3599999999999999,0.5700000000000003,1.9286971830985915,2.41458012,3.79,-5325.726303404575,4.40763,5.997009449,18.141261195449893,2.84,6.967194681231387,10.571468287039032,17.53866296827042,32.37637183942719,19.51493045787405,12.86144138155314,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.14,5.595257255936676,3.668059701492538,0.2726236979166666,0.1787227922253227,3.79,8.134632255936676,3.529632255936675,4.02,5.839309701492535,1.9993097014925372,2.625226908,21174.6,2.196206516,17714.2,0.241128707,1.928645278,15556.1,1.928645278,15556.1,2.41458012,2.41458012,2.659886367,0.6500000000000004,0.8799999999999999,15.468242309836008,0.9360852443501402,0.9360852443501402,8.779289146406708,15.468242309836008,24.247531456242715,11.480608883262253,20.227701481211646,31.708310364473896,65.0,70.0,14.753541665268038,9.41173569847551,5.341805966792527,9.41173569847551,20.77717701882104,13.254397018577189,7.522780000243853,1.391373523883216,1.0345922537381915,81.86874038221555,77.05104502084545,12.330728127884994,10.000488073657753,63.0,0.79,18.6,9.3
72,BTDT2R,P3HT,-5.55038784280365,-3.476270604160524,2.0741172386431264,2.0741172386431264,2.0741172386431264,1.335,0.5596837677084006,0.73364615233305,0.9470456517922352,6.021757041239564,16729.0,1.851936698,4.039333571,9.821113435643316,-5.10602592493715,-2.0960700630049938,3.009955861932156,3.009955861932156,0.3436253704114005,0.2626714998876502,24277.1,1.365920018,3.0167570560000008,31.296279763595443,1.3802005411555296,0.4443619178664999,1.6297553207766264,0.2321145195802108,0.1018214489174665,4.3082182097377775,2.074117238643126,12.207410374799554,7.694081151317467,3.009955861932156,6.296864448094072,2.6958164541230003,1.851936698,1.851936698,2.074131564901493,16729.0,1.365920018,1.365920018,3.0099766521770595,24277.1,35,0.4413873443432971,447.98426,-2.39,-6.67,0.8500000000000001,0.6799999999999997,2.328010315413608,1.5024726,4.279999999999999,-4306.140697240976,4.62173,3.2191747950000003,15.026828874752958,2.86,2.703295592027475,5.559752833962308,8.263048425989783,15.361007023915008,10.33558051833593,5.025426505579076,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.785353023,12.01610690118826,3.16,4.794602803738319,2.320436681222707,0.4309533667055591,0.208567850337948,4.279999999999999,7.327102803738318,2.7971028037383183,4.58,4.2366866812227055,0.9766866812227076,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.327947664,18776.8,2.327947664,18776.8,1.5024726,1.5024726,2.364060892,1.12,1.4200000000000002,8.45563492125462,1.3297553207766264,1.3297553207766264,1.174592235832315,8.45563492125462,9.630227157086937,1.5360052314730277,11.05736874317912,12.593373974652144,65.0,70.0,8.323799771575546,7.308551592603938,1.0152481789716077,7.308551592603938,11.722274234526507,10.292516444022112,1.4297577905043943,2.249705405600672,1.411556872561737,87.95300735989845,82.08153875762446,9.79693200744587,2.3241463478773428,67.0,0.81,9.42,5.09
77,BTDT2R,PTB7-Th,-5.55038784280365,-3.476270604160524,2.0741172386431264,2.0741172386431264,2.0741172386431264,1.335,0.5596837677084006,0.73364615233305,0.9470456517922352,6.021757041239564,16729.0,1.851936698,4.039333571,9.821113435643316,-4.991112245871,-2.983152515658741,2.007959730212259,2.007959730212259,0.3442512322675499,0.5647178739426502,16195.4,1.481089062,4.661161306,47.84640798442806,0.4931180885017823,0.5592755969326495,1.5148416417104769,0.1263088229542804,0.1018214489174665,7.91710330767603,2.074117238643126,12.207410374799554,7.694081151317467,2.007959730212259,10.03616698119673,6.049034600431861,1.851936698,1.851936698,2.074131564901493,16729.0,1.481089062,1.481089062,2.00797359951017,16195.4,35,0.4413873443432971,447.98426,-2.39,-6.67,0.8500000000000001,0.6799999999999997,2.328010315413608,1.5024726,4.279999999999999,-4306.140697240976,4.62173,3.2191747950000003,15.026828874752958,3.26,7.277138842750522,5.559752833962308,12.83689167671283,27.20137346295449,11.781116255166133,15.420257207788358,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.691697691,3.9,-11533.103933002296,13.02707,8.566758652999999,24.18064733284576,3.56,4.794602803738319,4.102564102564102,0.24375,0.208567850337948,4.279999999999999,7.327102803738318,2.7971028037383183,3.9,6.346314102564103,2.346314102564102,2.16847219,17490.5,2.16847219,17490.5,2.691697691,2.327947664,18776.8,2.327947664,18776.8,1.5024726,1.5024726,2.691697691,0.7199999999999998,0.3400000000000003,9.388940717172996,1.2148416417104768,1.2148416417104768,9.388940717172996,8.45563492125462,17.844575638427614,12.27782054090128,11.05734621719939,23.33516675810067,65.0,70.0,14.090916816739218,6.67696731613691,7.413949500602309,7.413949500602309,19.84397260579913,9.403047242024543,10.440925363774587,1.351766853301422,1.411556872561737,81.43611542522085,82.08153875762446,9.79693200744587,10.335593949717364,57.0,1.06,13.52,8.19
80,BTN-4F,PBDB-TF,-5.6582809845269,-3.85866285320375,1.7996181313231503,1.79961813132315,1.79961813132315,1.261,0.752340373862399,0.3230535633136004,0.7720236804407727,7.48126739225147,14515.0,1.738577891,5.355460936,12.5821442941241,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,47.15881652173351,0.9761890247468928,0.4150280447826002,1.38459008654055,0.1430180707762103,0.0794777087771122,6.992123404914088,1.7996181313231503,15.073856386764458,10.315384467899134,2.3607791112874428,9.171103791419842,5.108240407319263,1.738577891,1.738577891,1.7996305615724293,14515.0,1.009233201,1.009233201,2.3607954175650554,19041.1,56,0.8658924482311195,581.528933,-2.74,-6.64,0.3500000000000001,0.9800000000000004,2.05127950803412,2.121377948,3.9,-3997.601865334547,6.40241,5.488901478,16.835962861991657,3.0,5.989790486935695,8.779289146406708,14.769079633342402,28.799705285017687,17.11961383549308,11.680091449524603,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.3,5.64002564102564,3.980302469135802,0.2512371880665437,0.177304158464455,3.9,8.22877564102564,3.538775641025641,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.051224304,16544.8,2.051224304,16544.8,2.121377948,2.121377948,2.257052621,0.5999999999999996,0.7500000000000002,12.819713806770986,1.08459008654055,1.08459008654055,5.261600286563966,12.819713806770986,18.081314093334957,6.880554220889916,16.76424113192782,23.644795352817734,65.0,70.0,12.747029111217064,9.037687429622038,3.709341681595027,9.037687429622038,17.95143744656233,12.72763081804497,5.223806628517359,1.669796141136633,1.163001106727935,84.42096775051294,79.05414392180205,11.786452164835088,7.417057261967582,77.3,0.816,25.05,15.82
86,BTP-4Cl,PBDB-TF,-5.75681340979295,-3.894124955121258,1.862688454671692,1.862688454671692,1.862688454671692,1.308,0.7479321294843002,0.2734472083674499,2.0370729574357647,0.6380217154420244,15023.7,2.557282856,6.442036787000001,12.500830599149952,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,49.98263150462948,1.0116511266644004,0.5135604700486498,1.3491279846230424,0.1430180707762103,0.079994684518643,6.992123404914088,1.862688454671692,15.029983218795484,10.204514036338384,2.3607791112874428,9.171103791419842,5.108240407319263,2.557282856,2.557282856,1.862701320557748,15023.7,1.009233201,1.009233201,2.3607954175650554,19041.1,59,0.4901103381160167,722.959281,-2.85,-6.75,0.31,0.91,2.077886332076969,2.289698648,3.9,-6412.965241028885,0.80036,6.621398717,23.463975426404986,2.89,5.989790486935695,8.409595891909474,14.399386378845168,27.04924731266065,15.797425882951948,11.251821429708704,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.19,5.907692307692308,3.980302469135802,0.2512371880665437,0.1692708333333333,3.9,8.551442307692309,3.751442307692309,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.077830412,16759.4,2.077830412,16759.4,2.289698648,2.289698648,2.257052621,0.71,0.8600000000000001,11.665074867865156,1.0491279846230424,1.0491279846230424,5.261600286563966,11.665074867865156,16.926675154429123,6.880554220890903,15.25432867336116,22.134882894252065,65.0,70.0,11.542861584237848,7.954801716290178,3.5880598679476696,7.954801716290178,16.255627556499604,11.202620168502616,5.053007387996988,1.669796141136633,1.2202220426717745,84.42096775051294,79.83834189415433,11.364174801696338,7.417057261967582,76.0,0.85,25.5,16.5
92,BTP-PhC6,PBDB-TF,-5.62516472892105,-3.777850207992662,1.847314520928388,1.8473145209283872,1.8473145209283872,1.309,0.6832234558354005,0.2735560539076496,2.2751770193012004,8.459839260541056,14899.7,1.849187349,4.75371523,11.965570684112258,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,51.69242409421672,0.8953763795358047,0.3819117891767494,1.465402731751638,0.1430180707762103,0.0835731137611169,6.992123404914088,1.8473145209283877,14.431781575898713,9.730274107441852,2.3607791112874428,9.171103791419842,5.108240407319263,1.849187349,1.849187349,1.847327280624232,14899.7,1.009233201,1.009233201,2.3607954175650554,19041.1,71,2.3032924595828,882.479045,-2.71,-6.62,0.31,0.8799999999999999,2.0631447133505256,1.639673913,3.91,-5707.948238177581,7.52913,6.6720649320000005,26.65495416562512,3.03,5.989790486935695,8.639401943084223,14.629192430019918,28.81219449092423,17.01530212690438,11.796892364019852,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.565786445012788,3.980302469135802,0.2512371880665437,0.1796691285013366,3.91,8.142661445012788,3.4776614450127874,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.06308919,16640.5,2.06308919,16640.5,1.639673913,1.639673913,2.257052621,0.5800000000000001,0.72,11.963540115595396,1.165402731751638,1.165402731751638,5.261600286563966,11.963540115595396,17.22514040215936,6.880554220870284,15.644629381884563,22.525183602754847,65.0,70.0,13.04824669166332,9.062522515887869,3.985724175775451,9.062522515887869,18.37563735270039,12.762605673223144,5.613031679477245,1.669796141136633,1.2062801119700512,84.42096775051294,79.6527317650164,11.494988807777355,7.417057261967582,77.0,0.865,25.0,16.7
98,BTSe-4F,PBDB-TF,-5.7636978902106,-3.94680888009356,1.8168890101170403,1.81688901011704,1.81688901011704,1.311,0.6537263144412,0.2896651938572496,1.7797353242313747,8.760208240055233,14654.3,1.527170416,5.489198359,12.97464253609646,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,49.878414215441545,1.0643350516367025,0.5204449504662998,1.2964440596507405,0.1430180707762103,0.0770734143324506,6.992123404914088,1.81688901011704,15.515824791804812,10.660571406652732,2.3607791112874428,9.171103791419842,5.108240407319263,1.527170416,1.527170416,1.816901559659032,14654.3,1.009233201,1.009233201,2.3607954175650554,19041.1,56,1.3590306267460008,587.594151,-2.8,-6.76,0.3099999999999996,0.8700000000000001,2.0775143820670503,1.88119791,3.96,-6304.440035123967,7.49848,5.650199399999998,20.46064937424135,2.9400000000000004,5.989790486935695,8.409595891909474,14.399386378845168,27.51722736997312,16.070737749439008,11.446489620534114,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.24,5.769797979797978,3.980302469135802,0.2512371880665437,0.173316293482257,3.96,8.407297979797981,3.627297979797979,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.077458472,16756.4,2.077458472,16756.4,1.88119791,1.88119791,2.257052621,0.7199999999999998,0.8099999999999998,12.510575337479272,0.9964440596507405,0.9964440596507405,5.261600286563966,12.510575337479272,17.77217562404324,6.880554220891264,16.35998313362656,23.240537354517823,65.0,70.0,11.510836237970926,8.102957510598781,3.407878727372144,8.102957510598781,16.210526773000296,11.411265606641944,4.79926116635835,1.669796141136633,1.1786768718163914,84.42096775051294,79.27497908987723,11.689829597256828,7.417057261967582,75.4,0.811,22.52,13.79
105,BTTPC-Br,PBDB-T,-5.53476850778495,-3.758806397092627,1.775962110692323,1.775962110692323,1.775962110692323,1.335,0.7770755228728499,0.1779352468419501,2.9252949469297387,8.857441476492989,14324.2,2.425963425,6.219107517,12.158273815720715,-5.0676578720166505,-3.015882430635972,2.0517754413806784,2.0517754413806784,0.1565470981926493,0.1861802965120995,16548.8,1.343741812,5.910814255,73.1159026962719,0.7429239664566549,0.4671106357682992,1.3088514749240234,0.1255991217682024,0.0822485177712476,7.961839110989444,1.775962110692323,14.592665173858382,9.945877721419594,2.0517754413806784,10.110960151738894,6.069190000412581,2.425963425,2.425963425,1.775974377545697,14324.2,1.343741812,1.343741812,2.05178961332069,16548.8,65,1.2426860079418665,785.941435,-2.59,-6.55,0.1799999999999997,0.9699999999999998,2.1260662566951,2.204410132,3.96,-10670.19547075848,8.07442,6.791284734,21.33882268298585,2.96,6.967194681231387,7.823512322242733,14.79070700347412,28.457320274684207,15.052437707995018,13.404882566689189,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.26,5.273964646464647,3.668059701492538,0.2726236979166666,0.1896106756556172,3.96,7.806464646464645,3.2364646464646465,4.02,5.839309701492535,1.9993097014925372,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.12600904,17148.0,2.12600904,17148.0,2.204410132,2.204410132,2.659886367,0.7000000000000002,0.7599999999999998,13.236491515567812,1.0088514749240234,1.0088514749240234,8.779289146406708,13.236491515567812,22.01578066197452,11.4806088781043,17.309258127211503,28.7898670053158,65.0,70.0,14.436924315083909,8.67987509239494,5.757049222688971,8.67987509239494,20.331289853825524,12.223729414034574,8.107560439790952,1.391373523883216,1.1415217589765851,81.86874038221555,78.74379420932837,11.89798499452816,10.000488073657753,71.0,0.86,24.71,15.22
111,BTTPC,PBDB-T,-5.53264601975105,-3.71089686283774,1.8217491569133109,1.8217491569133109,1.8217491569133109,1.346,0.7597962933661,0.2039493309497495,1.9989477602398504,8.666129101818186,14693.5,2.554595071,6.190526695999999,11.725418493815692,-5.0676578720166505,-3.015882430635972,2.0517754413806784,2.0517754413806784,0.1565470981926493,0.1861802965120995,16548.8,1.343741812,5.910814255,72.65778526089244,0.6950144322017673,0.4649881477343998,1.356761009178911,0.1255991217682024,0.0852848024594966,7.961839110989444,1.8217491569133104,14.150163536769972,9.528392095475573,2.0517754413806784,10.110960151738894,6.069190000412581,2.554595071,2.554595071,1.8217617400251112,14693.5,1.343741812,1.343741812,2.05178961332069,16548.8,65,1.2240959663216644,747.666295,-2.56,-6.54,0.2099999999999999,0.9500000000000002,2.1388613370363023,2.344992327,3.98,-5523.466007500807,7.61001,6.809155565,20.806280005124936,2.99,6.967194681231387,7.637012876408442,14.604207557639828,28.383277388273005,14.842534525299808,13.5407428629732,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.29,5.201633165829145,3.668059701492538,0.2726236979166666,0.192247313126434,3.98,7.725383165829146,3.175383165829145,4.02,5.839309701492535,1.9993097014925372,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.138803776,17251.2,2.138803776,17251.2,2.344992327,2.344992327,2.659886367,0.6900000000000004,0.73,12.41098660697139,1.056761009178911,1.056761009178911,8.779289146406708,12.41098660697139,21.190275753378096,11.480608855821178,16.229751677308865,27.710360533130043,65.0,70.0,14.555487173447512,8.525040375597873,6.030446797849638,8.525040375597873,20.49825999319138,12.005678132865228,8.492581860326151,1.391373523883216,1.1830872365287843,81.86874038221555,79.33627401419895,11.649167134034697,10.000488073657753,73.0,0.89,22.25,14.51
116,CH1007,PBDB-TF,-5.6882679308520006,-3.875817524186656,1.812450406665344,1.812450406665344,1.812450406665344,1.294,0.7307889569027992,0.2176094462448494,1.9485836635365816,2.692295145214884,14618.5,2.65673229,5.569206992000001,12.617135654428358,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,43.921490003390765,0.993343695729799,0.4450149911077004,1.3674354155576438,0.1430180707762103,0.079257291622209,6.992123404914088,1.8124504066653448,15.121435168604606,10.339392441085277,2.3607791112874428,9.171103791419842,5.108240407319263,2.65673229,2.65673229,1.8124629255491944,14618.5,1.009233201,1.009233201,2.3607954175650554,19041.1,59,1.5429666768627524,689.154474,-2.77,-6.68,0.2400000000000002,0.9400000000000004,2.0788038087681016,2.29229075,3.91,-8978.223582072082,2.60258,6.233342445999999,19.41082165791824,2.97,5.989790486935695,8.409595891909474,14.399386378845168,27.7980154043606,16.23472486933124,11.56329053502936,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.27,5.70987851662404,3.980302469135802,0.2512371880665437,0.1751350746059741,3.91,8.31675351662404,3.591753516624041,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.078747864,16766.8,2.078747864,16766.8,2.29229075,2.29229075,2.257052621,0.6399999999999997,0.78,12.609288901825892,1.0674354155576438,1.0674354155576438,5.261600286563966,12.609288901825892,17.87088918838986,6.880554220890536,16.48907010238578,23.36962432327632,65.0,70.0,12.399413017675796,8.74874100022449,3.6506720174513054,8.74874100022449,17.461895255659734,12.3207121778295,5.141183077830233,1.669796141136633,1.1746486912475838,84.42096775051294,79.2186771324187,11.733462247836968,7.417057261967582,75.61,0.822,27.48,17.08
