,Acceptor,donor,AccHOMO,AccCalcLUMO,AccFundBg,AccOptBg,AccEnergyTransitioneV,AccTriplet,AccDeltaHOMO,AccDeltaLUMO,DeltaDipMom,GSDipMom,AccEnergyTransitionWavenumber,AccOscStr,AccSumOscStr,AccElectroIndex,DonHOMO,DonCalcLUMO,DonFundBg,DonEnergyTransitioneV,DonDeltaHOMO,DonDeltaLUMO,DonEnergyTransitionWavenumber,DonOscStr,DonSumOscStr,AbsFOM,LUMOOffset,HOMOOffset,DHomoALumoOffset,DonNucleoIndex,AccNucleoIndex,DonElectroIndex,AccChemHard,AccElectrodonating,AccElectroaccepting,DonChemHard,DonElectrodonating,DonElectroaccepting,acc_first_oscs,acc_highest_oscs_under_ten,acc_lowest_transition_eV,acc_lowest_transition_wavenumber,don_first_oscs,don_highest_oscs_under_ten,don_lowest_transition_eV,don_lowest_transition_wavenumber,PiSystemSize,Planarity,Polarizability,sTDDFTLUMO,sTDDFTHOMO,sTDDFTdeltaLUMO,sTDDFTdeltaHOMO,sTDDFToptbg,sTDDFToscs,sTDDFTfundbg,sTDDFTsinglepointenergy,sTDDFTdipolemoment,sTDDFTsummedoscs,sTDDFTabsFOM,sTDDFTScharberVoc,sTDDFTScharberJscDon,sTDDFTScharberJscAcc,sTDDFTScharberJscTot,sTDDFTScharberPCETot,sTDDFTScharberPCEAcc,sTDDFTScharberPCEDon,donsTDDFTLUMO,donsTDDFTHOMO,donsTDDFTdeltaLUMO,donsTDDFTdeltaHOMO,donsTDDFToptbg,donsTDDFToscs,donsTDDFTfundbg,donsTDDFTsinglepointenergy,donsTDDFTdipolemoment,donsTDDFTsummedoscs,donsTDDFTabsFOM,sTDDFTDHomoALumoOffset,sTDDFTaccElectrophilicity,sTDDFTdonElectrophilicity,sTDDFTDonNucleoIndex,sTDDFTAccNucleoIndex,sTDDFTAccChemHard,sTDDFTAccElectrodonating,sTDDFTAccElectroaccepting,sTDDFTDonChemHard,sTDDFTDonElectrodonating,sTDDFTDonElectroaccepting,sTDDFTdonlowestengtranseV,sTDDFTdonlowestengtranswavenumber,sTDDFTdonfirstengtranseV,sTDDFTdonfirstengtranswavenumber,sTDDFTdonfirstoscs,sTDDFTacclowestengtranseV,sTDDFTacclowestengtranswavenumber,sTDDFTaccfirstengtranseV,sTDDFTaccfirstengtranswavenumber,sTDDFTaccfirstoscs,sTDDFTacchighestoscsunderten,sTDDFTdonhighestoscsunderten,sTDDFTHOMOoffset,sTDDFTLUMOoffset,ScharberJsclowestoptbg,ScharberVoc,ImamuraVoc,ScharberJscDon,ScharberJscAcc,ScharberTotalJsc,ImamuraJscDon,ImamuraJscAcc,ImamuraTotalJsc,ScharberFF,ImamuraFF,ScharberPCEtotal,ScharberPCEacc,ScharberPCEdon,ScharberPCElowestoptbg,ImamuraPCEtotal,ImamuraPCEacc,ImamuraPCEdon,AlharbiVocDon,AlharbiVocAcc,AlharbiFFDon,AlharbiFFAcc,AlharbiPCEAcc,AlharbiPCEDon,ExperimentalFF,ExperimentalVoc,ExperimentalJsc,ExperimentalPCE
123,CPDT-4Cl,PBDB-T,-5.65172304072985,-3.944633673540801,1.7070893671890497,1.70708936718905,1.70708936718905,1.07,0.7611024398485,0.37478240629365,0.59976620187321,8.27136769114336,13768.7,2.686584809,5.861717497000001,13.486414940766402,-5.0676578720166505,-3.015882430635972,2.0517754413806784,2.0517754413806784,0.1565470981926493,0.1861802965120995,16548.8,1.343741812,5.910814255,69.00981707032292,0.9287512429048284,0.5840651687131997,1.12302419847585,0.1255991217682024,0.0741486899514877,7.961839110989444,1.7070893671890492,15.99219720478338,11.194018847648056,2.0517754413806784,10.110960151738894,6.069190000412581,2.686584809,2.686584809,1.7071011583274067,13768.7,1.343741812,1.343741812,2.05178961332069,16548.8,52,1.061169743971015,682.620228,-2.89,-6.64,0.3999999999999999,0.92,1.8946637571910332,2.025705507,3.75,-5798.485012735726,7.21986,5.400900098,20.56165253947636,2.66,6.967194681231387,11.146872107054344,18.114066788285733,31.31922147694603,19.27294187309696,12.046279603849069,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,2.9599999999999995,6.054726666666667,3.668059701492538,0.2726236979166666,0.1651602219312955,3.75,8.671601666666666,3.9066016666666665,4.02,5.839309701492535,1.9993097014925372,2.625226908,21174.6,2.196206516,17714.2,0.241128707,1.894612768,15281.6,1.894612768,15281.6,2.025705507,2.025705507,2.659886367,0.79,1.06,14.50269609053695,0.82302419847585,0.82302419847585,8.779289146406708,14.50269609053695,23.281985236943655,11.480608883751064,18.96506411837539,30.44567300212645,65.0,70.0,12.455064205065382,7.7584453866744605,4.696618818390921,7.7584453866744605,17.540267933743063,10.926094686548304,6.61417324719476,1.391373523883216,1.078932349531106,81.86874038221555,77.78464481234573,12.171296266786449,10.000488073657753,66.8,0.65,21.3,9.28
129,CPDT-4F,PBDB-T,-5.7046491846521,-3.873502090821511,1.8311470938305887,1.831147093830589,1.831147093830589,1.14,0.7444218608128503,0.3981025632814998,0.4513357906864897,4.597917348277842,14769.3,3.868236771,6.099550331,12.525069963650925,-5.0676578720166505,-3.015882430635972,2.0517754413806784,2.0517754413806784,0.1565470981926493,0.1861802965120995,16548.8,1.343741812,5.910814255,54.64604370408888,0.8576196601855384,0.6369913126354492,1.19415578119514,0.1255991217682024,0.0798398733821132,7.961839110989444,1.8311470938305887,15.03405447588374,10.244978838146936,2.0517754413806784,10.110960151738894,6.069190000412581,3.868236771,3.868236771,1.8311597418554373,14769.3,1.343741812,1.343741812,2.05178961332069,16548.8,52,0.9716755004274242,635.486503,-2.89,-6.7,0.4399999999999999,0.8799999999999999,1.9960449315611977,2.935595252,3.81,-4357.187157745203,4.42143,5.625751201000001,13.094550271565687,2.66,6.967194681231387,9.57986996379594,16.547064645027326,28.609874771252247,16.56359516740318,12.046279603849069,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,2.9599999999999995,6.034652230971128,3.668059701492538,0.2726236979166666,0.1657096319267224,3.81,8.670277230971129,3.875277230971129,4.02,5.839309701492535,1.9993097014925372,2.625226908,21174.6,2.196206516,17714.2,0.241128707,1.995991214,16099.3,1.995991214,16099.3,2.935595252,2.935595252,2.659886367,0.8500000000000005,1.06,12.26170155969198,0.8941557811951399,0.8941557811951399,8.779289146406708,12.26170155969198,21.04099070609869,11.480608883638936,16.034532808655232,27.51514169229417,65.0,70.0,12.22905026325538,7.126516368977232,5.102533894278147,7.126516368977232,17.22197611019778,10.036159146735551,7.1858169634622255,1.391373523883216,1.1916143141532418,81.86874038221555,79.45376041399253,11.609163012831358,10.000488073657753,69.6,0.68,20.1,9.47
137,DTG-IW,PTB7-Th,-5.685601215117099,-3.885301175442432,1.8003000396746676,1.8003000396746676,1.8003000396746676,1.318,0.7510070159949507,0.1656629121844002,2.622660946547529,8.572876089673452,14520.5,1.655461351,4.996943806999999,12.720403620355915,-4.991112245871,-2.983152515658741,2.007959730212259,2.007959730212259,0.3442512322675499,0.5647178739426502,16195.4,1.481089062,4.661161306,51.32384042585856,0.9021486597836909,0.6944889692460992,1.1058110704285684,0.1263088229542804,0.0786138576923567,7.91710330767603,1.8003000396746676,15.225647970475464,10.4401967751957,2.007959730212259,10.03616698119673,6.049034600431861,1.655461351,1.655461351,1.8003124746339965,14520.5,1.481089062,1.481089062,2.00797359951017,16195.4,52,1.6904670029802522,833.196749,-2.65,-6.75,0.1599999999999997,0.8799999999999999,2.205155227137473,1.523630691,4.1,-6986.081113082906,7.84882,5.622715674,19.535456899272145,3.0000000000000004,7.277138842750522,6.877276593556642,14.154415436307165,27.601110100798973,13.410689357435452,14.19042074336352,-2.05,-5.95,0.4199999999999999,0.3099999999999996,2.168530549494148,2.691697691,3.9,-11533.103933002296,13.02707,8.566758652999999,24.18064733284576,3.3000000000000003,5.387804878048782,4.102564102564102,0.24375,0.1856043458578541,4.1,7.994054878048781,3.2940548780487804,3.9,6.346314102564103,2.346314102564102,2.16847219,17490.5,2.16847219,17490.5,2.691697691,2.205095882,17785.9,2.205095882,17785.9,1.523630691,1.523630691,2.691697691,0.7999999999999998,0.6000000000000001,12.77796424944503,0.8058110704285684,0.8058110704285684,9.388940717172996,12.77796424944503,22.166904966618027,12.277845553196244,16.709645556925775,28.98749111012202,65.0,70.0,11.610519322505231,6.692806282333131,4.917713040172102,6.692806282333131,16.350908868340223,9.425372160895831,6.925536707444392,1.351766853301422,1.1636201303202578,81.43611542522085,79.06295374364203,11.755630576912202,10.335593949717364,66.0,0.72,19.2,9.16
138,EH-IDTBR,P3HT,-5.3057302798191,-3.608336409555264,1.6973938702638365,1.6973938702638365,1.6973938702638365,1.156,0.5528264986757998,0.1947246714177999,2.165724697993882,4.994633591620881,13690.5,2.372612284,4.982789593,11.70332153524606,-5.10602592493715,-2.0960700630049938,3.009955861932156,3.009955861932156,0.3436253704114005,0.2626714998876502,24277.1,1.365920018,3.0167570560000008,38.41464970726529,1.5122663465502697,0.1997043548819501,1.4976895153818863,0.2321145195802108,0.0854458280914842,4.3082182097377775,1.697393870263836,14.037925324481137,9.58089197979396,3.009955861932156,6.296864448094072,2.6958164541230003,2.372612284,2.372612284,1.6974055944338506,13690.5,1.365920018,1.365920018,3.0099766521770595,24277.1,48,1.915443570746696,882.944645,-2.48,-6.37,0.2099999999999999,0.6699999999999999,2.077055643721484,2.143134304,3.89,-6141.964149374202,3.90939,4.469604515,17.91275396318197,2.77,2.703295592027475,8.409595891909474,11.112891483936949,20.00876111682848,15.141477403383009,4.8672837134454685,-0.97,-5.55,0.76,0.79,2.686260166633604,2.364060892,4.58,-3859.844937179237,0.15653,2.785353023,12.01610690118826,3.07,5.033579691516708,2.320436681222707,0.4309533667055591,0.198665772926043,3.89,7.48920469151671,3.0642046915167085,4.58,4.2366866812227055,0.9766866812227076,2.686187874,21666.3,2.686187874,21666.3,2.364060892,2.076999746,16752.7,2.076999746,16752.7,2.143134304,2.143134304,2.364060892,0.8200000000000003,1.51,14.666762768646418,1.1976895153818865,1.1976895153818865,1.174592235832315,14.666762768646418,15.841355004478732,1.5360052314730277,19.179612851306853,20.71561808277988,65.0,70.0,12.33246611889926,11.418048195190794,0.9144179237084656,11.418048195190794,17.367615007680612,16.07985485476573,1.2877601529148806,2.249705405600672,1.0701149243861448,87.95300735989845,77.64252184884454,12.186088319318328,2.3241463478773428,62.0,0.76,12.1,6.0
146,F-2F,PBDB-TF,-5.8637813644245,-3.8561315925538393,2.0076497718706605,2.0076497718706605,2.0076497718706605,1.444,0.5652893130287007,0.2295008215117002,0.9997129179029256,2.9550023487471058,16192.9,2.820159006,5.63518978,11.7645902705437,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,42.64090677408017,0.973657764096982,0.6205284246801996,1.3871213471904609,0.1430180707762103,0.0850008353035303,6.992123404914088,2.0076497718706605,14.3200466205302,9.46009014204103,2.3607791112874428,9.171103791419842,5.108240407319263,2.820159006,2.820159006,2.00766363902764,16192.9,1.009233201,1.009233201,2.3607954175650554,19041.1,54,1.0562954895675865,694.155297,-2.71,-6.91,0.25,0.6699999999999999,2.3231749652846654,2.790367994,4.2,-3910.813798275829,3.01191,5.865610612,14.661113898370347,3.03,5.989790486935695,5.601131933192955,11.59092242012865,22.828321706443376,11.031429342423529,11.796892364019852,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.508595238095239,3.980302469135802,0.2512371880665437,0.1815344850687885,4.2,8.17609523809524,3.366095238095238,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.3231124439999995,18737.8,2.3231124439999995,18737.8,2.790367994,2.790367994,2.257052621,0.8700000000000001,0.72,9.388940717172996,1.0871213471904608,1.0871213471904608,5.261600286563966,9.388940717172996,14.65054100373696,6.88055422088979,12.27784555322346,19.15839977411325,65.0,70.0,10.352495317483548,6.63449662274391,3.717998694739637,6.63449662274391,14.57925376071319,9.343255598891686,5.235998161821504,1.669796141136633,1.3514865568319554,84.42096775051294,81.43298015422015,10.33305297071842,7.417057261967582,74.1,0.941,18.54,12.93
159,FDICTF,PBDB-T,-5.69395511032745,-3.716520077595849,1.9774350327316008,1.9774350327316008,1.9774350327316008,1.415,0.5700513054124503,0.2212285604564998,1.0238536272621583,8.779870790838054,15949.2,2.359791554,5.311785598,11.195948513690055,-5.0676578720166505,-3.015882430635972,2.0517754413806784,2.0517754413806784,0.1565470981926493,0.1861802965120995,16548.8,1.343741812,5.910814255,66.17468343052673,0.7006376469598772,0.6262972383107996,1.3511377944208012,0.1255991217682024,0.0893180241743012,7.961839110989444,1.9774350327316013,13.672157000216602,8.966919406254954,2.0517754413806784,10.110960151738894,6.069190000412581,2.359791554,2.359791554,1.9774486911905609,15949.2,1.343741812,1.343741812,2.05178961332069,16548.8,54,1.046692754176989,691.582281,-2.52,-6.74,0.2400000000000002,0.6799999999999997,2.3014778813727435,2.197822234,4.220000000000001,-3514.246167642906,7.70627,5.494194178000001,16.26900130417567,3.03,6.967194681231387,5.819921633354752,12.78711631458614,25.1842255815774,11.462335656892185,13.721889924685216,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.33,5.079834123222748,3.668059701492538,0.2726236979166666,0.1968568216486526,4.220000000000001,7.658584123222747,3.0285841232227484,4.02,5.839309701492535,1.9993097014925372,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.3014159439999995,18562.8,2.3014159439999995,18562.8,2.197822234,2.197822234,2.659886367,0.8900000000000006,0.69,9.85735803957308,1.0511377944208011,1.0511377944208011,8.779289146406708,9.85735803957308,18.636647185979783,11.480608860596972,12.890391256508329,24.3710001171053,65.0,70.0,12.733294742005125,6.734937032546449,5.998357709458676,6.734937032546449,17.932095517646204,9.48470420421114,8.447391313435064,1.391373523883216,1.3241555931113516,81.86874038221555,81.12209692370477,10.58860429852574,10.000488073657753,66.0,0.94,15.81,10.06
164,FO-2F,PBDB-TF,-5.83512777596685,-3.891465804135864,1.943661971830986,1.9436619718309855,1.9436619718309855,1.442,0.4955465331455499,0.1935545818606505,1.6453953973721374,10.53616895877018,15676.8,1.943809796,5.191475754,12.16860545244052,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,46.00433460511358,1.0089919756790064,0.5918748362225497,1.3517871356084363,0.1430180707762103,0.0821786854630446,6.992123404914088,1.943661971830986,14.72173272070564,9.85843593065428,2.3607791112874428,9.171103791419842,5.108240407319263,1.943809796,1.943809796,1.9436753970140308,15676.8,1.009233201,1.009233201,2.3607954175650554,19041.1,56,1.5240269143617209,703.69871,-2.68,-6.91,0.2000000000000001,0.5999999999999996,2.3090904582424123,1.943186638,4.23,-4061.110705432547,9.48343,5.656500673,19.00334391148628,3.06,5.989790486935695,5.7760363966168455,11.76582688355254,23.402229671386003,11.488536392870907,11.913693278515098,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.36,5.435466903073285,3.980302469135802,0.2512371880665437,0.1839768354462036,4.23,8.097341903073286,3.302341903073286,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.309028316,18624.2,2.309028316,18624.2,1.943186638,1.943186638,2.257052621,0.8700000000000001,0.6900000000000002,10.32860900492476,1.0517871356084365,1.0517871356084365,5.261600286563966,10.32860900492476,15.590209291488726,6.880554220890863,13.506642544900672,20.387196765791536,65.0,70.0,10.65842802325012,7.061273752071055,3.597154271179067,7.061273752071055,15.010093902564218,9.944279011791684,5.065814890772535,1.669796141136633,1.29358793900964,84.42096775051294,80.76182862526521,10.79055887704758,7.417057261967582,77.0,0.878,22.26,15.05
171,H2,PBDB-T,-5.61672919955555,-3.846507517349639,1.7702216822059116,1.7702216822059114,1.7702216822059114,1.259,0.7265167694499501,0.2146978280445002,2.92627801277997,7.495662582298589,14277.9,1.901843457,5.383279378,12.647123529832262,-5.0676578720166505,-3.015882430635972,2.0517754413806784,2.0517754413806784,0.1565470981926493,0.1861802965120995,16548.8,1.343741812,5.910814255,71.3227615520267,0.8306250867136664,0.5490713275388996,1.221150354667012,0.1255991217682024,0.079069362898305,7.961839110989444,1.7702216822059111,15.123571564196428,10.391953205743832,2.0517754413806784,10.110960151738894,6.069190000412581,1.901843457,1.901843457,1.770233909409231,14277.9,1.343741812,1.343741812,2.05178961332069,16548.8,59,1.6091598249906132,791.166684,-2.71,-6.61,0.2299999999999999,0.92,2.0389679627058124,1.634962525,3.9,-5808.088734059994,6.59778,6.348473984,22.94214436189519,2.84,6.967194681231387,8.968368954529437,15.935563635760824,29.41705047161448,16.55560909006134,12.86144138155314,-1.83,-5.85,0.1600000000000001,0.29,2.1962656219004164,0.241128707,4.02,-15122.809191764589,2.34005,12.751957815,44.74731995091807,3.14,5.568102564102564,3.668059701492538,0.2726236979166666,0.1795943929709517,3.9,8.141852564102566,3.4818525641025637,4.02,5.839309701492535,1.9993097014925372,2.625226908,21174.6,2.196206516,17714.2,0.241128707,2.03891309,16445.5,2.03891309,16445.5,1.634962525,1.634962525,2.659886367,0.7600000000000007,0.8799999999999999,13.33048049539155,0.921150354667012,0.921150354667012,8.779289146406708,13.33048049539155,22.10976964179826,11.480608883458473,17.432166801204055,28.912775684662527,65.0,70.0,13.23817439564646,7.981594943537548,5.256579452108912,7.981594943537548,18.64310950343425,11.240352642080538,7.402756861353712,1.391373523883216,1.136308102751773,81.86874038221555,78.6670713082622,11.916120586936351,10.000488073657753,73.0,0.79,25.82,15.12
176,IDF-4F,PBDB-TF,-5.8786932034319,-3.988282074687604,1.8904111287442964,1.8904111287442968,1.8904111287442968,1.257,0.6960672295790005,0.4260758671129001,2.089621086374471,7.916315946713255,15247.3,1.40188135,3.518383091,12.8751359504124,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,45.61661709863749,1.105808246230746,0.6354402636875998,1.2549708650566966,0.1430180707762103,0.0776690827849448,6.992123404914088,1.890411128744296,15.46003046548879,10.52654282642904,2.3607791112874428,9.171103791419842,5.108240407319263,1.40188135,1.40188135,1.8904241861152808,15247.3,1.009233201,1.009233201,2.3607954175650554,19041.1,48,2.20332331446034,798.529393,-2.83,-6.93,0.4599999999999999,0.8799999999999999,2.0929751041460025,1.310680335,4.1,-3762.071672952882,7.00784,4.891391091,19.01764311809694,2.91,5.989790486935695,8.22798954360428,14.217780030539975,26.892930927766365,15.563242221727496,11.329688706038867,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.21,5.80839024390244,3.980302469135802,0.2512371880665437,0.1721647406611126,4.1,8.504640243902438,3.62464024390244,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.092918778,16881.1,2.092918778,16881.1,1.310680335,1.310680335,2.257052621,0.8899999999999997,0.8400000000000001,11.190427922176305,0.9549708650566966,0.9549708650566966,5.261600286563966,11.190427922176305,16.45202820874027,6.880554220891321,14.633636513615128,21.51419073450645,65.0,70.0,10.212284946784616,6.946246211576955,3.26603873520766,6.946246211576955,14.381797735708474,9.78228756423261,4.599510171475862,1.669796141136633,1.2453524705450247,84.42096775051294,80.16449076576923,11.171745125098342,7.417057261967582,61.0,0.736,17.49,7.81
182,IDF-IC,PBDB-TF,-5.719397755349201,-3.7402517525719743,1.9791460027772263,1.9791460027772267,1.9791460027772267,1.292,0.7212649721352999,0.4065925154170999,1.2919357504259534,8.293901086933833,15963.0,1.710446362,3.4862072620000006,11.303482497898589,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,41.24944160899574,0.8577779241151169,0.4761448156049006,1.503001187172326,0.1430180707762103,0.0884683105570259,6.992123404914088,1.9791460027772263,13.792091500052464,9.062266746091868,2.3607791112874428,9.171103791419842,5.108240407319263,1.710446362,1.710446362,1.9791596730541288,15963.0,1.009233201,1.009233201,2.3607954175650554,19041.1,48,2.309182830935953,796.238822,-2.59,-6.77,0.4499999999999997,0.8800000000000008,2.1787095814322552,1.455305827,4.18,-3365.508841181284,7.29137,4.698019663,16.459711065542468,3.1500000000000004,5.989790486935695,7.189409717688991,13.179200204624683,26.984412418969047,14.720316396968212,12.264096022000835,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.45,5.239808612440191,3.980302469135802,0.2512371880665437,0.1908466652056396,4.18,7.841058612440191,3.161058612440191,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.178650948,17572.6,2.178650948,17572.6,1.455305827,1.455305827,2.257052621,0.7299999999999995,0.5999999999999999,9.811223843866829,1.2030011871723258,1.2030011871723258,5.261600286563966,9.811223843866829,15.072824130430796,6.880554220817606,12.830061949534516,19.710616170352125,65.0,70.0,11.786206459916151,7.671894055660396,4.114312404255756,7.671894055660396,16.598326256982155,10.804205829749156,5.794120427232996,1.669796141136633,1.3257036691253334,84.42096775051294,81.1399837995316,10.553695491692862,7.417057261967582,59.0,0.905,14.55,7.8
188,IDIC,PBDB-TF,-5.89869357144365,-3.7972256087378384,2.101467962705812,2.101467962705812,2.101467962705812,1.404,0.7253194685077498,0.4154634269434005,0.4474361978284292,3.982098193522954,16949.6,3.072321518,5.479366416999999,11.183949793310749,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,35.65387358709983,0.914751780280981,0.6554406316993502,1.4460273310064615,0.1430180707762103,0.0894138491750125,6.992123404914088,2.101467962705812,13.739271336025231,8.891311745934487,2.3607791112874428,9.171103791419842,5.108240407319263,3.072321518,3.072321518,2.101482477879989,16949.6,1.009233201,1.009233201,2.3607954175650554,19041.1,48,0.9205276209576624,575.83104,-2.71,-6.93,0.4599999999999999,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.402625981641,3.56448,5.100503454,13.988175981839614,3.03,5.989790486935695,5.7760363966168455,11.76582688355254,23.17279604715673,11.375903683136878,11.796892364019852,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.33,5.505308056872039,3.980302469135802,0.2512371880665437,0.1816428780496203,4.22,8.179058056872039,3.3590580568720374,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,2.257052621,0.8899999999999997,0.72,8.138091865385189,1.1460273310064617,1.1460273310064617,5.261600286563966,8.138091865385189,13.399692151949154,6.880554220880302,10.642120131640482,17.522674352520784,65.0,70.0,9.981668731584238,6.062209204982309,3.919459526601928,6.062209204982309,14.057024604220338,8.537312371499851,5.519712232720487,1.669796141136633,1.436253999915816,84.42096775051294,82.33522773204918,9.623643582125672,7.417057261967582,69.0,0.97,17.8,11.9
190,IDIC,PDCBT-Cl,-5.89869357144365,-3.7972256087378384,2.101467962705812,2.101467962705812,2.101467962705812,1.404,0.7253194685077498,0.4154634269434005,0.4474361978284292,3.982098193522954,16949.6,3.072321518,5.479366416999999,11.183949793310749,-5.0771546453991,-2.867883171485194,2.2092714739139057,2.2092714739139057,0.4392189660920502,0.3736395281215499,17819.1,2.681571524,4.255508377999999,33.075570277713204,0.9293424372526444,0.8215389260445507,1.2799290366612612,0.1399964873376301,0.0894138491750125,7.1430363648217545,2.101467962705812,13.739271336025231,8.891311745934487,2.2092714739139057,9.26737528616245,5.2948563777203015,3.072321518,3.072321518,2.101482477879989,16949.6,2.681571524,2.681571524,2.209286733704118,17819.1,48,0.9205276209576624,575.83104,-2.71,-6.93,0.4599999999999999,0.8900000000000006,2.3076894465383853,2.577273585,4.22,-3088.402625981641,3.56448,5.100503454,13.988175981839614,3.13,5.048874370412561,5.7760363966168455,10.824910767029406,22.02328095552133,11.751346048916972,10.271934906604356,-1.92,-6.14,0.25,0.2600000000000007,2.381881075183496,4.076802804,4.22,-9402.575206581614,5.65723,5.183854525,6.835136982728329,3.43,5.505308056872039,3.848554502369668,0.2598378168697547,0.1816428780496203,4.22,8.179058056872039,3.3590580568720374,4.22,6.127304502369666,2.097304502369668,2.3818169739999995,19211.3,2.3818169739999995,19211.3,4.076802804,2.307627342,18612.9,2.307627342,18612.9,2.577273585,2.577273585,4.076802804,0.79,0.79,8.138091865385189,0.9799290366612612,0.9799290366612612,6.832665397776074,8.138091865385189,14.970757263161262,8.935023981698361,10.642120131647058,19.57714411334542,65.0,70.0,9.535681832936476,5.18358913924004,4.352092693696437,5.18358913924004,13.42894838009848,7.299965770046821,6.128982610051659,1.533478281264524,1.436253999915816,83.26779945482753,82.33522773204918,9.623643582125672,8.724586853514058,65.8,0.95,15.2,9.44
194,IDST-4F,PBDB-TF,-5.56894600740775,-3.905535969716816,1.6634100376909342,1.6634100376909342,1.6634100376909342,1.128,0.6941080098554,0.2344805049758496,2.0248544570646474,4.752049762652412,13416.4,1.605809404,5.001896458,13.491232874166554,-5.2432529397443,-2.8824738284568574,2.3607791112874428,2.3607791112874428,0.3944834490698499,0.28890327507585,19041.1,1.009233201,3.885868678,42.09678536783758,1.0230621412599588,0.3256930676634502,1.337716970027484,0.1430180707762103,0.0741222102773744,6.992123404914088,1.6634100376909342,15.96381649580338,11.226575507241098,2.3607791112874428,9.171103791419842,5.108240407319263,1.605809404,1.605809404,1.6634215271292,13416.4,1.009233201,1.009233201,2.3607954175650554,19041.1,53,1.0639177575452057,692.965281,-2.75,-6.6,0.2400000000000002,0.8500000000000005,1.937574390001984,1.269538151,3.85,-4552.283930277007,4.08556,5.447335608,18.59720540661436,2.99,5.989790486935695,10.426326558476775,16.41611704541247,31.904723477759138,20.26356566639961,11.641157811359523,-1.99,-6.04,0.1899999999999999,0.2599999999999998,2.2861659392977582,0.548377181,4.05,-15717.647341304437,1.22344,13.040835350999998,48.55193625232204,3.29,5.676785714285715,3.980302469135802,0.2512371880665437,0.1761560239068889,3.85,8.254910714285714,3.5799107142857145,4.05,6.240927469135802,2.225927469135802,2.6317358579999994,21227.1,2.2861044139999995,18439.3,0.059964056,1.937522246,15627.7,1.937522246,15627.7,1.269538151,1.269538151,2.257052621,0.5599999999999996,0.76,15.370679538911482,1.037716970027484,1.037716970027484,5.261600286563966,15.370679538911482,20.632279825475447,6.8805542208910415,20.100119397037226,26.980673617928264,65.0,70.0,13.91680348841352,10.367769748948737,3.549033739464785,10.367769748948737,19.59881201326789,14.600764498518886,4.998047514749007,1.669796141136633,1.0391962104231356,84.42096775051294,77.12946322594676,12.320006342690204,7.417057261967582,70.0,0.82,24.9,14.3
